CUST_ID,Number of Children,Age,Gender,Education level,Marital status,Region,Occupation Group,loan,utility,finance,shopping,financial_services,health_and_care,home_lifestyle,transport_travel,leisure,public_services,finance_t0,financial_services_t0,home_lifestyle_t0,loan_t0,shopping_t0,utility_t0,health_and_care_t0,transport_travel_t0,leisure_t0,public_services_t0,Summary
87,0.0,24,Female,others,single,Northeastern,Student,0.0,0.0,632.0,632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,0.0,0.0,0.0,0.0,"This customer represents a 24-year-old single female student based in the Northeastern region, with an unspecified education level and no children. As a young adult likely focused on academics and personal growth, her financial activity is minimal, with no recorded spending in categories such as Finance, Shopping, or Leisure. Her sole historical transaction involves 576 baht spent on Utilities, suggesting a practical and budget-conscious lifestyle, potentially indicative of shared or minimal living arrangements. This profile reflects someone in the early stages of financial independence, prioritizing basic necessities over discretionary spending, and may resonate with others in similar transitional life phases, such as students or young professionals with limited financial engagement."
89,0.0,61,Female,others,single,Central,Corporate Employee,2000.0,515.0,5693.0,1793.0,0.0,0.0,0.0,0.0,0.0,0.0,4538.93,0.0,0.0,10908.0,4538.93,0.0,0.0,0.0,0.0,0.0,"This customer represents a 61-year-old single female corporate employee based in the Central region, with an unspecified education background and no children. She appears to be financially independent and focused on managing her personal finances, as evidenced by significant spending in the ""Finance"" category (4,538.93 baht) and a notable transaction in ""Loan"" (10,908.0 baht), suggesting a focus on financial planning or debt management. Additionally, her spending on ""Shopping"" (4,538.93 baht) indicates a practical approach to personal consumption, while the absence of transactions in categories like ""Home Lifestyle,"" ""Health and Care,"" and ""Leisure"" suggests a minimalistic lifestyle with limited discretionary spending. This profile reflects a career-oriented individual with a pragmatic and financially disciplined outlook."
106,0.0,39,Female,bachelor's degree,single,Central,Student,0.0,0.0,7574.05,6214.09,0.0,0.0,0.0,0.0,756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.0,0.0,"This customer represents a 39-year-old single female student based in the Central region, holding a bachelor's degree and currently without children. Her transactional history indicates a focused spending pattern, with all expenditures concentrated in the ""Leisure"" category, totaling 419 baht, while other categories such as finance, shopping, health, and utilities show no activity. This suggests she is likely someone who prioritizes recreational activities or entertainment as a form of personal fulfillment or stress relief, possibly balancing academic commitments with moments of relaxation. Her profile reflects a lifestyle centered on individual pursuits, with minimal financial obligations or domestic responsibilities, making her a prime match for others who share a similar focus on leisure and independence."
111,0.0,44,Female,bachelor's degree,single,Central,Corporate Employee,117224.37,2059.66,3808.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6272.0,4500.0,763.42,0.0,"This customer represents a 44-year-old single female corporate employee based in the Central region, holding a bachelor's degree and living independently without children. Her transactional history suggests a focus on personal well-being and mobility, with significant spending in Health and Care (6,272 baht) and Transport Travel (4,500 baht), complemented by modest leisure activities (763.42 baht). She appears to prioritize health and travel, indicating a lifestyle centered on self-care and exploration, while showing no engagement in finance, home lifestyle, shopping, or utility categories. This profile reflects a career-oriented individual who values maintaining her health and enjoys occasional recreational pursuits, likely balancing a busy professional life with personal enrichment and independence."
118,0.0,34,Male,bachelor's degree,single,Central,Freelancer,0.0,90.68,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2920.5,0.0,"This customer represents a 34-year-old single male freelancer based in the Central region, holding a bachelor's degree and currently without children. He appears to lead an independent and flexible lifestyle, with a focus on personal enjoyment and recreation. His historical transactions indicate exclusive spending in the ""Leisure"" category, totaling 2,920.5 baht, while other categories such as finance, shopping, health, and utilities show no activity. This suggests a customer who prioritizes experiences and entertainment over material or routine expenses, potentially valuing freedom and self-expression. He may be less engaged with traditional financial or household responsibilities, making him a prime candidate for leisure-related services or products tailored to a youthful, dynamic, and experience-driven lifestyle."
127,0.0,24,Female,others,others,Eastern,Student,2000.0,0.0,4706.54,3126.54,0.0,0.0,0.0,0.0,0.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"This customer represents a 24-year-old female student based in the Eastern region, with an unspecified education level and marital status, and no children. Her transactional history indicates a singular focus on finance, with a recorded expenditure of 304 baht, while no activity is noted in other categories such as shopping, utilities, health, or leisure. This profile suggests a young, likely budget-conscious individual who may be in the early stages of financial independence, possibly managing limited resources while focusing on education. Her lack of engagement in lifestyle or discretionary spending categories points to a pragmatic approach to money management, making her a potential match for others in similar life stages or financial situations."
130,0.0,43,Male,bachelor's degree,widow,Central,Corporate Employee,27052.28,6146.0,200.0,0.0,12650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23418.0,0.0,4346.86,0.0,0.0,0.0,0.0,"This customer represents a 43-year-old widowed male corporate employee based in the Central region, holding a bachelor's degree and currently without children. He appears to be financially focused on essential expenditures, as evidenced by historical transactions concentrated on loans (23418.0 baht) and utilities (4346.86 baht), with no recorded spending in categories such as shopping, health and care, or leisure. This suggests a pragmatic individual who prioritizes financial obligations and necessary living expenses over discretionary spending. Likely navigating life transitions, he may value stability and efficiency in managing his financial commitments. His profile aligns with someone who is practical, goal-oriented, and potentially seeking tailored financial solutions or support to optimize his current lifestyle."
131,0.0,41,Male,bachelor's degree,married,Western,Entrepreneur,1977.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"This customer represents a 41-year-old married male entrepreneur based in the Western region, holding a bachelor's degree and living without children. His transactional history highlights a focus on the ""Home Lifestyle"" category, with significant spending of 31,310 baht, while showing no activity in other categories such as Finance, Financial Services, Shopping, or Leisure. This suggests he is likely a home-focused individual who prioritizes investing in his living environment, possibly reflecting a preference for comfort, quality, or functionality in his personal space. His entrepreneurial background and lack of financial or leisure-related transactions indicate a pragmatic and goal-oriented personality, potentially valuing stability and self-sufficiency over indulgence or external services."
132,0.0,39,Female,high school,single,Central,Corporate Employee,0.0,5558.57,0.0,0.0,0.0,900.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,20490.0,0.0,0.0,0.0,0.0,0.0,"This customer represents a 39-year-old single female corporate employee based in the Central region, with a high school education and no children. She appears to be an independent, career-focused individual who prioritizes personal spending, as evidenced by her significant historical transactions in the Shopping category, totaling 20,490 baht. Her lack of activity in other categories, such as Finance, Health and Care, or Transport Travel, suggests a lifestyle centered around self-sufficiency and discretionary purchases rather than reliance on loans, public services, or frequent travel. This profile reflects someone who values convenience and personal enjoyment, likely seeking products or services that align with her professional life and individualistic lifestyle."
134,0.0,36,Female,bachelor's degree,single,Central,Unemployed,5000.0,1196.44,674.0,0.0,0.0,0.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,5500.0,0.0,1539.07,18796.0,0.0,0.0,0.0,"This customer represents a 36-year-old single female residing in the Central region, holding a bachelor's degree but currently unemployed and without children. Her transactional history suggests a focus on essential living expenses and health-related priorities, with significant spending in the ""Health and Care"" category (18,796 baht) and moderate payments towards ""Utility"" bills (1,539.07 baht). Additionally, she has a recorded loan transaction of 5,500 baht, indicating a possible need for financial support or short-term liquidity. With no spending in categories such as ""Shopping,"" ""Leisure,"" or ""Transport Travel,"" her profile reflects a pragmatic individual prioritizing basic needs and healthcare over discretionary or lifestyle expenses. This customer likely values stability and health management amidst financial constraints."
146,1.0,40,Female,high school,married,Central,Entrepreneur,0.0,3986.33,2060.5699999999997,600.0,0.0,0.0,776.0,0.0,0.0,0.0,9258.35,0.0,1127.0,12005.06,9258.35,0.0,1000.0,0.0,0.0,0.0,"This customer represents a 40-year-old married female entrepreneur based in the Central region, with a high school education and one child. She appears to be a financially conscious and family-oriented individual, balancing her professional and personal life. Her historical transactions suggest a focus on managing financial obligations, as seen in significant spending on loans (12,005.06 baht) and finance-related activities (9,258.35 baht). She also allocates resources toward shopping (9,258.35 baht), home lifestyle (1,127.0 baht), and health and care (1,000.0 baht), indicating an interest in maintaining a comfortable and healthy household. Notably, she has no recorded spending in categories like leisure, transport travel, or public services, suggesting a pragmatic and goal-oriented approach to her expenditures."
162,0.0,58,Male,bachelor's degree,married,Central,Corporate Employee,30900.0,0.0,4911.25,527.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12627.0,5572.150000000001,0.0,0.0,0.0,0.0,0.0,0.0,"This customer represents a 58-year-old married male corporate employee residing in the Central region, holding a bachelor's degree and living without children. He appears to prioritize home-related expenditures, as evidenced by significant spending in the ""Home Lifestyle"" category, suggesting an investment in personal comfort or property upkeep. Additionally, his transactions in the ""Loan"" category indicate financial activity related to borrowing, possibly for home improvements or other personal needs. Notably, there is no recorded spending in categories such as ""Finance,"" ""Shopping,"" ""Utility,"" ""Health and Care,"" or ""Leisure,"" which may suggest a focused and pragmatic approach to financial management. This customer likely values stability, practicality, and maintaining a comfortable living environment, aligning with a professional and settled lifestyle."
164,0.0,46,Female,high school,single,Central,Corporate Employee,0.0,0.0,0.0,1800.0,0.0,0.0,459.86,0.0,0.0,0.0,0.0,0.0,670.21,0.0,0.0,0.0,549.0,0.0,0.0,0.0,"This customer represents a 46-year-old single female corporate employee based in the Central region, with a high school education and no children. She appears to prioritize practical and personal well-being needs, as evidenced by her historical transactions focused on Home Lifestyle (670.21 baht) and Health and Care (549.0 baht), while showing no spending in categories like Finance, Shopping, Transport Travel, or Leisure. This suggests she is a pragmatic individual who values maintaining her home environment and health over discretionary or recreational expenses. Her profile indicates a focused, self-reliant individual who likely leads a structured and independent lifestyle, making her a match for others with similar spending habits and life priorities."
165,0.0,45,Female,bachelor's degree,single,Central,Freelancer,0.0,15821.5,0.0,0.0,0.0,1120.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,746.86,0.0,0.0,0.0,0.0,"This customer represents a 45-year-old single female freelancer based in the Central region, holding a bachelor's degree and living independently without children. Her transactional history highlights a focus on essential spending, with notable activity in Shopping (1,600 baht) and Utilities (746.86 baht), while other categories such as Finance, Health and Care, and Leisure show no recorded transactions. This suggests a practical and budget-conscious individual who prioritizes everyday necessities over discretionary or luxury expenses. Likely self-reliant and adaptable, she may value convenience and efficiency in her purchases, aligning with the lifestyle of a busy professional managing her own schedule. Her profile reflects a pragmatic, independent urban dweller with a focus on maintaining a streamlined lifestyle."
174,0.0,44,Male,bachelor's degree,single,Southern,Corporate Employee,11702.49,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,"This customer represents a 44-year-old single male corporate employee based in the Southern region, holding a bachelor's degree and currently without children. His transactional history indicates a singular focus on loans, with a recorded expenditure of 4,000 baht, while other categories such as finance, financial services, home lifestyle, shopping, utilities, health and care, transport travel, leisure, and public services show no activity. This profile suggests a financially cautious individual who may prioritize managing specific financial obligations over discretionary spending. Likely career-focused and independent, this customer may seek tailored financial products or services that align with his professional lifestyle and singular financial needs."
187,0.0,46,Female,others,single,Northeastern,Corporate Employee,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11915.0,1000.0,0.0,0.0,0.0,0.0,"This customer represents a 46-year-old single female corporate employee based in the Northeastern region, with an unspecified education background and no children. Her transactional history highlights a focus on Shopping, with a significant expenditure of 11,915 baht, alongside a modest spend of 1,000 baht on Utilities. She has no recorded transactions in categories such as Finance, Financial Services, Home Lifestyle, Loans, Health and Care, Transport Travel, Leisure, or Public Services. This profile suggests a professional individual with a stable career who prioritizes personal shopping and essential utilities, potentially valuing convenience and self-sufficiency. Her spending habits and lifestyle indicate a focus on maintaining a comfortable, independent lifestyle without significant financial or leisure-related commitments."
194,0.0,39,Female,bachelor's degree,single,Northern,Corporate Employee,1000.0,4785.04,6336.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,5900.0,0.0,0.0,3404.0,0.0,4716.56,0.0,0.0,0.0,0.0,"This customer represents a 39-year-old single female corporate employee based in the Northern region, holding a bachelor's degree and currently without children. She appears to be financially independent and focused on managing her essential needs and financial obligations. Her historical transactions highlight a strong emphasis on Finance (5900 baht) and Loan payments (3404 baht), suggesting a responsible and pragmatic approach to financial management. Additionally, significant spending on Utility bills (4716.56 baht) indicates a focus on maintaining her household. With no recorded spending in categories like Shopping, Health and Care, or Leisure, she seems to prioritize financial stability over discretionary or lifestyle expenses. This profile reflects a career-oriented, practical individual with a disciplined approach to managing her finances."
195,0.0,33,Female,bachelor's degree,single,Central,Corporate Employee,0.0,1603.94,4635.4,4635.4,1643.0,1600.0,0.0,0.0,940.0,0.0,835.0,1643.0,0.0,9305.0,1554.25,1603.94,0.0,0.0,0.0,0.0,"This customer represents a 33-year-old single female corporate employee based in the Central region, holding a bachelor’s degree and currently without children. She appears to be financially independent and focused on managing her personal and professional life. Her historical transactions indicate a strong emphasis on financial management, with significant spending in the Loan (9305.0 baht), Financial Services (1643.0 baht), and Finance (835.0 baht) categories, suggesting a focus on debt management and investment planning. She also allocates funds to Shopping (1554.25 baht) and Utility (1603.94 baht), reflecting a practical lifestyle with moderate discretionary spending. Notably, she has no spending in categories like Home Lifestyle, Health and Care, Transport Travel, or Leisure, highlighting a utilitarian approach to her expenses."
207,0.0,46,Male,high school,married,Central,Entrepreneur,2790.0,2618.72,0.0,0.0,5735.08,0.0,0.0,0.0,0.0,0.0,0.0,740.0,0.0,0.0,10000.0,2176.89,0.0,0.0,0.0,0.0,"This customer represents a 46-year-old male entrepreneur based in the Central region, with a high school education and a stable marital status but no children. He appears to be a pragmatic and financially independent individual, likely focused on running his business and maintaining a comfortable lifestyle. His historical transactions reveal a strong inclination toward Shopping, with significant spending in this category (10,000 baht), suggesting a preference for consumer goods or personal purchases. Additionally, he allocates a moderate amount to Utility expenses (2,176.89 baht), indicating a focus on essential living costs. With minimal to no spending in categories like Finance, Health and Care, or Leisure, this customer seems to prioritize practical expenditures over indulgent or discretionary spending."
211,0.0,26,Male,high school,married,Central,Corporate Employee,0.0,0.0,251.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,341.09,0.0,0.0,0.0,0.0,"This customer represents a young, 26-year-old married male working as a corporate employee in the Central region, with a high school education and no children. His transactional history indicates a focus on essential expenditures, with notable spending in Finance (200.0 baht) and Utilities (341.09 baht), while other categories such as Shopping, Health and Care, and Leisure remain untouched. This suggests a pragmatic individual who prioritizes financial management and necessary living expenses over discretionary spending. Likely early in his career, he may be focused on building financial stability and managing household responsibilities. This profile aligns with someone who is practical, budget-conscious, and potentially in the early stages of establishing long-term financial goals."
214,1.0,51,Female,less than high school,married,Central,Freelancer,0.0,1652.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1676.7199999999998,0.0,0.0,0.0,0.0,"This customer represents a 51-year-old married female freelancer residing in the Central region with less than a high school education and one child. Her transactional history is focused exclusively on Utility expenses, with no recorded spending in categories such as Finance, Shopping, Health and Care, or Leisure. This suggests she is a practical and budget-conscious individual, likely prioritizing essential household needs over discretionary spending. Her profile reflects a modest lifestyle, potentially centered around managing family responsibilities and maintaining basic living standards. As a freelancer, her income may be variable, influencing her cautious approach to non-essential expenditures. This customer is representative of a value-driven, family-oriented individual focused on essential services."
217,0.0,24,Female,high school,single,Northeastern,Student,0.0,3200.44,4392.88,4392.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1720.4,0.0,0.0,0.0,0.0,"This customer represents a 24-year-old single female student residing in the Northeastern region, with a high school education and no children. As a young adult likely focused on her studies, her transactional history is minimal, with no recorded spending in categories such as Finance, Shopping, or Leisure. However, she has a notable expenditure of 1,720.4 baht in the Utility category, suggesting a focus on essential living expenses. This profile paints the picture of a budget-conscious individual managing basic needs while potentially relying on limited financial resources. Her lifestyle and spending habits align with someone in an early stage of independence, prioritizing necessities over discretionary spending."
220,0.0,26,Female,bachelor's degree,single,Central,Student,0.0,0.0,277.54,277.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,0.0,0.0,0.0,"This customer represents a 26-year-old single female student based in the Central region, holding a bachelor’s degree and currently without children. As a young academic likely focused on her studies, her transactional history reflects minimal financial activity across most categories, with the exception of a modest expenditure of 299 baht in the Health and Care category. This suggests a priority on personal well-being, possibly for routine health maintenance or self-care. Her profile indicates a lifestyle centered around education and personal development, with limited engagement in shopping, leisure, or other discretionary spending. She is likely budget-conscious and focused on essentials, making her a prime example of a young, health-aware student navigating early adulthood."
223,0.0,49,Male,high school,married,Central,Corporate Employee,1356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8700.0,2648.0,0.0,0.0,0.0,0.0,"This customer represents a 49-year-old married male corporate employee based in the Central region, with a high school education and no children. He appears to prioritize practical and essential expenditures, as reflected in his historical transactions, which include significant spending in Shopping (8700.0 baht) and moderate spending in Utility (2648.0 baht), while showing no recorded activity in categories such as Finance, Financial Services, Home Lifestyle, Loan, Health and Care, Transport Travel, Leisure, or Public Services. This profile suggests a pragmatic individual with a focus on maintaining daily necessities and personal consumption, likely leading a structured and work-oriented lifestyle with limited engagement in discretionary or leisure-related spending."
225,0.0,51,Female,less than high school,married,Central,Entrepreneur,0.0,1196.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,1629.08,0.0,0.0,0.0,0.0,"This customer represents a 51-year-old female entrepreneur based in the Central region, with an education level of less than high school and a stable marital status but no children. She appears to prioritize practical and essential expenditures, as reflected in her historical transactions, which include notable spending in Shopping (4,000 baht) and Utility (1,629.08 baht) categories, while showing no activity in areas like Finance, Loans, Health and Care, or Leisure. Her profile suggests a pragmatic and self-reliant individual, likely focused on managing her household and entrepreneurial responsibilities efficiently. She may value convenience and necessity over indulgence, making her a practical and goal-oriented customer with a strong focus on day-to-day essentials."
229,0.0,56,Male,bachelor's degree,married,Northern,Corporate Employee,1078.0,0.0,1280.0,1801.0,740.0,0.0,0.0,90.0,0.0,0.0,180.0,0.0,0.0,0.0,3300.0,1793.43,0.0,0.0,0.0,0.0,"This customer represents a 56-year-old married male corporate employee based in the Northern region, holding a bachelor's degree and living without children. He appears to lead a structured and practical lifestyle, with significant spending focused on Shopping (3300.0 baht) and Utilities (1793.43 baht), suggesting a preference for maintaining a comfortable and organized home environment. His minimal engagement with categories like Health and Care, Leisure, and Transport Travel indicates a lifestyle centered around routine and practicality rather than indulgence or exploration. With moderate activity in Finance (180.0 baht) and no recorded transactions in Loans or Financial Services, he likely manages his finances conservatively. This profile reflects a financially stable, pragmatic individual who prioritizes essential needs and household-related expenditures."
245,0.0,50,Male,less than high school,single,Central,Corporate Employee,30600.0,600.4300000000001,4635.35,6400.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,6200.0,4000.0,628.96,0.0,0.0,0.0,0.0,"This customer represents a 50-year-old single male corporate employee based in the Central region, with an education level of less than high school and no children. He appears to be financially focused, with significant historical transactions in the Finance (4000 baht) and Loan (6200 baht) categories, suggesting a priority on managing financial obligations or investments. Additionally, he has spent a notable amount on Shopping (4000 baht), indicating a potential interest in personal or lifestyle purchases. His Utility expenses (628.96 baht) reflect basic living costs, while no recorded transactions in categories like Health and Care, Transport Travel, or Leisure suggest a minimal focus on discretionary or recreational spending. This customer is likely pragmatic and financially driven, balancing essential needs with occasional personal expenditures."
249,0.0,38,Female,bachelor's degree,married,Central,Corporate Employee,1400.0,2189.87,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.8,0.0,0.0,0.0,0.0,"This customer represents a 38-year-old married female corporate employee based in the Central region, holding a bachelor's degree and currently without children. Her transactional history indicates a sole focus on Utility expenses, with a recorded expenditure of 2001.8 baht, while no activity is noted across other categories such as Finance, Shopping, Health and Care, or Leisure. This profile suggests a practical and responsibility-driven individual, likely prioritizing essential living costs over discretionary spending. Her professional background and education imply a structured and career-oriented lifestyle, while the absence of children and leisure-related transactions may indicate a focus on personal or professional stability rather than family or recreational pursuits."
