txn_catg,txn_subcatg,dpst_txn_amt_tot,dpst_txn_cnt,cust_id
utility,electricity,1099.29,1,269
null,null,null,null,270
null,null,null,null,271
charity,charitable_donation,100,1,272
finance,digital_wallet,300,1,272
finance,payment_gateway,796.93,1,272
medical,private_hospital,700,1,272
medical,private_hospital,500,1,272
personal_care,beauty_salon,585,1,272
personal_care,cosmetics,234,1,272
restaurant,beverage,60,1,272
restaurant,chain_restaurant,214,1,272
restaurant,food_delivery,1690,10,272
shopping,convenience_store,500,1,272
utility,gas_station,95,1,272
null,null,null,null,273
home_and_living,home_expense,837,1,274
loan,credit_card,5000,1,274
loan,credit_card,8233,2,274
utility,electricity,2529.66,1,274
utility,water,450.64,1,274
null,null,null,null,275
null,null,null,null,276
shopping,grocery,3900,1,277
utility,internet,502.9,1,278
utility,phone,502.9,1,278
shopping,convenience_store,2000,1,279
null,null,null,null,280
null,null,null,null,281
finance,digital_wallet,4450.56,9,282
finance,digital_wallet,189,2,282
loan,auto_loan,2365,1,282
loan,auto_loan,15694,3,282
shopping,department_store,6000,3,282
shopping,e_commerce,4450.56,9,282
shopping,e_commerce,189,2,282
shopping,grocery,300,1,282
utility,electricity,5509.06,6,282
utility,gas_station,1400,2,282
utility,internet,642,2,282
utility,internet,53.5,1,282
utility,phone,212.93,1,283
null,null,null,null,284
null,null,null,null,285
finance,digital_wallet,315,2,286
shopping,e_commerce,315,2,286
null,null,null,null,287
null,null,null,null,288
transportation,logistic_service,35,1,289
utility,phone,319.93,1,289
utility,phone,1388.86,1,290
null,null,null,null,291
insurance,insurance,320,1,292
insurance,other_insurance,320,1,292
utility,internet,588.5,1,292
utility,phone,588.5,1,292
null,null,null,null,293
restaurant,food_delivery,589.02,1,294
null,null,null,null,295
null,null,null,null,296
null,null,null,null,297
null,null,null,null,298
null,null,null,null,299
null,null,null,null,300
loan,unsecured_loan,530,1,301
shopping,grocery,453.5,1,301
null,null,null,null,302
null,null,null,null,303
null,null,null,null,304
null,null,null,null,305
null,null,null,null,306
loan,unsecured_loan,47820,1,307
utility,water,34399.43,2,307
finance,digital_wallet,234,2,308
restaurant,food_delivery,371,2,308
shopping,e_commerce,234,2,308
shopping,grocery,720.5,2,308
null,null,null,null,309
education,private_school,800,1,310
null,null,null,null,311
finance,digital_wallet,9474,5,312
finance,payment_gateway,1822.93,1,312
medical,healthcare_and_supplement,1249.35,1,312
shopping,e_commerce,9474,5,312
utility,gas_station,700,1,312
null,null,null,null,313
null,null,null,null,314
null,null,null,null,315
null,null,null,null,316
utility,water,130.33,1,317
null,null,null,null,318
null,null,null,null,319
loan,credit_card,20000,1,320
null,null,null,null,321
restaurant,food_delivery,481,1,322
null,null,null,null,323
null,null,null,null,324
utility,electricity,1612.9,2,325
null,null,null,null,326
null,null,null,null,327
finance,digital_wallet,171,1,328
shopping,e_commerce,171,1,328
null,null,null,null,329
finance,digital_wallet,420,4,330
shopping,e_commerce,420,4,330
null,null,null,null,331
null,null,null,null,332
home_and_living,home_expense,38980.8,1,333
medical,hospital,1350,1,333
utility,electricity,26.34,1,333
null,null,null,null,334
null,null,null,null,335
finance,payment_gateway,2288,1,336
home_and_living,home_improvement,38428.44,1,336
loan,auto_loan,30540,2,336
null,null,null,null,337
null,null,null,null,338
utility,internet,1067.72,1,339
utility,phone,1067.72,1,339
null,null,null,null,340
null,null,null,null,341
null,null,null,null,342
null,null,null,null,343
null,null,null,null,344
insurance,insurance,370,1,345
insurance,other_insurance,370,1,345
utility,internet,243.43,1,345
utility,phone,243.43,1,345
null,null,null,null,346
home_and_living,home_improvement,500,1,347
shopping,convenience_store,331300,37,347
transportation,logistic_service,540,1,347
finance,digital_wallet,195,1,348
finance,digital_wallet,1205,26,348
home_and_living,home_expense,110,1,348
shopping,e_commerce,195,1,348
shopping,grocery,39,1,348
transportation,logistic_service,42,1,348
transportation,logistic_service,100,2,348
transportation,public_transit,62,2,348
utility,gas_station,60,1,348
utility,internet,373.96,1,348
loan,credit_card,30655.31,2,349
null,null,null,null,350
null,null,null,null,351
null,null,null,null,352
education,private_school,15400,4,353
finance,digital_wallet,727.46,1,353
loan,education,1000,1,353
shopping,e_commerce,727.46,1,353
utility,internet,631,1,353
utility,internet,278.64,1,353
utility,phone,278.64,1,353
utility,internet,2962.86,2,354
utility,phone,2962.86,2,354
utility,phone,1527.08,1,354
utility,electricity,395.08,4,355
null,null,null,null,356
null,null,null,null,357
null,null,null,null,358
utility,gas_station,300,1,359
null,null,null,null,360
null,null,null,null,361
null,null,null,null,362
null,null,null,null,363
home_and_living,home_improvement,354,1,364
loan,unsecured_loan,6129,1,364
shopping,grocery,1259,1,364
utility,gas_station,500,1,364
finance,digital_wallet,1366,3,365
home_and_living,home_expense,1840,3,365
loan,credit_card,126418,2,365
shopping,e_commerce,1366,3,365
null,null,null,null,366
null,null,null,null,367
entertainment,streaming_service,349,1,368
finance,digital_wallet,297,1,368
finance,payment_gateway,100,1,368
loan,unsecured_loan,13400,1,368
restaurant,chain_restaurant,369,2,368
shopping,convenience_store,1300,1,368
utility,gas_station,800,1,368
utility,internet,861.89,2,368
utility,phone,861.89,2,368
finance,payment_gateway,25895,1,369
finance,payment_gateway,340,1,369
transportation,logistic_service,4438.6,3,369
utility,gas_station,500,1,369
null,null,null,null,370
null,null,null,null,371
finance,digital_wallet,124,1,372
finance,payment_gateway,464.42,2,372
shopping,e_commerce,124,1,372
utility,gas_station,100,1,372
null,null,null,null,373
null,null,null,null,374
null,null,null,null,375
finance,payment_gateway,379,1,376
utility,internet,373.43,1,376
utility,phone,373.43,1,376
finance,digital_wallet,300,1,377
finance,digital_wallet,1406,9,377
home_and_living,home_expense,14344.2,2,377
restaurant,food_delivery,2781,32,377
shopping,e_commerce,1406,9,377
transportation,public_transit,300,1,377
transportation,public_transit,900,3,377
utility,internet,642,2,377
null,null,null,null,378
finance,digital_wallet,800,3,379
government,tax_payment,178,1,379
investment,dummy_ix,2000,1,379
investment,securities_backed_by_bank,2000,1,379
shopping,e_commerce,800,3,379
null,null,null,null,380
null,null,null,null,381
null,null,null,null,382
null,null,null,null,383
medical,hospital,500,1,384
medical,public_hospital,500,1,384
null,null,null,null,385
null,null,null,null,386
null,null,null,null,387
null,null,null,null,388
null,null,null,null,389
null,null,null,null,390
null,null,null,null,391
null,null,null,null,392
null,null,null,null,393
null,null,null,null,394
null,null,null,null,395
education,university,18800,1,396
loan,credit_card,3510,1,396
loan,unsecured_loan,1480,1,396
shopping,grocery,1300,1,396
utility,gas_station,19000,3,396
utility,internet,631.3,1,396
null,null,null,null,397
null,null,null,null,398
null,null,null,null,399
transportation,public_transit,3200,4,400
null,null,null,null,401
finance,digital_wallet,171,2,402
shopping,department_store,130,1,402
utility,gas_station,400,4,402
home_and_living,home_improvement,810,2,403
home_and_living,home_improvement,133,1,403
shopping,convenience_store,1000,1,403
utility,internet,640.93,1,403
utility,phone,640.93,1,403
utility,water,32.1,1,403
null,null,null,null,404
null,null,null,null,405
null,null,null,null,406
null,null,null,null,407
null,null,null,null,408
insurance,insurance,490,1,409
insurance,other_insurance,490,1,409
utility,phone,890.24,1,409
null,null,null,null,410
null,null,null,null,411
loan,auto_loan,3437,1,412
loan,credit_card,1046.24,1,412
transportation,logistic_service,365,1,412
null,null,null,null,413
null,null,null,null,414
null,null,null,null,415
null,null,null,null,416
null,null,null,null,417
null,null,null,null,418
null,null,null,null,419
null,null,null,null,420
finance,digital_wallet,200,1,421
finance,digital_wallet,1436,7,421
finance,digital_wallet,62,1,421
finance,digital_wallet,20,1,421
shopping,e_commerce,1436,7,421
shopping,e_commerce,62,1,421
shopping,e_commerce,20,1,421
finance,digital_wallet,300,1,422
home_and_living,home_expense,280,1,422
loan,credit_card,4504.86,1,422
shopping,e_commerce,300,1,422
utility,internet,384.13,1,422
utility,internet,162.64,1,422
utility,phone,384.13,1,422
null,null,null,null,423
finance,digital_wallet,782.98,1,424
shopping,e_commerce,782.98,1,424
entertainment,streaming_service,419,1,425
finance,digital_wallet,5428.08,13,425
finance,digital_wallet,1001,6,425
restaurant,food_delivery,1391,11,425
shopping,convenience_store,1515,2,425
shopping,e_commerce,5428.08,13,425
shopping,convenience_store,200,1,426
shopping,grocery,456,1,426
transportation,tollway_fee,30,1,426
null,null,null,null,427
null,null,null,null,428
null,null,null,null,429
finance,digital_wallet,1015.61,9,430
null,null,null,null,431
finance,digital_wallet,1308,3,432
finance,digital_wallet,1809.73,1,432
finance,digital_wallet,2360,12,432
home_and_living,home_expense,245,1,432
insurance,insurance,740,2,432
insurance,other_insurance,740,2,432
restaurant,food_delivery,133,1,432
shopping,e_commerce,189,1,432
shopping,e_commerce,1308,3,432
shopping,e_commerce,1809.73,1,432
loan,unsecured_loan,1300,1,433
medical,public_hospital,900,1,433
personal_care,cosmetics,433,1,433
shopping,grocery,645.21,2,433
utility,electricity,646.07,1,433
utility,water,230.37,1,433
null,null,null,null,434
null,null,null,null,435
shopping,convenience_store,3500,3,436
shopping,grocery,1000,1,436
utility,gas_station,1000,1,436
null,null,null,null,437
null,null,null,null,438
null,null,null,null,439
null,null,null,null,440
null,null,null,null,441
utility,internet,979.44,1,442
utility,phone,979.44,1,442
null,null,null,null,443
null,null,null,null,444
null,null,null,null,445
transportation,logistic_service,49,1,446
null,null,null,null,447
finance,digital_wallet,656,2,448
shopping,e_commerce,656,2,448
null,null,null,null,449
null,null,null,null,450
null,null,null,null,451
finance,digital_wallet,1574,2,452
shopping,e_commerce,1574,2,452
utility,phone,746.86,2,453
null,null,null,null,454
null,null,null,null,455
utility,internet,483.07,1,456
finance,digital_wallet,200,2,457
transportation,public_transit,115,3,457
null,null,null,null,458
home_and_living,home_expense,2122.73,1,459
loan,credit_card,119056.18,3,459
loan,credit_card,54421,2,459
medical,private_hospital,7400,3,459
shopping,convenience_store,192100,6,459
utility,electricity,2667.21,1,459
utility,internet,2566.66,4,459
utility,phone,2566.66,4,459
null,null,null,null,460
null,null,null,null,461
business,ads,67090.02,2,462
entertainment,streaming_service,419,1,462
home_and_living,home_improvement,973,1,462
medical,pharmacy,2290,1,462
medical,private_hospital,7920,2,462
restaurant,food_delivery,2564,11,462
restaurant,food_delivery,13906.84,33,462
travel,full_service_airline,5500,1,462
travel,full_service_airline,3491.7,1,462
utility,internet,6288,2,462
utility,phone,6288,2,462
null,null,null,null,463
null,null,null,null,464
null,null,null,null,465
null,null,null,null,466
null,null,null,null,467
null,null,null,null,468
null,null,null,null,469
null,null,null,null,470
null,null,null,null,471
null,null,null,null,472
utility,water,158.36,1,473
null,null,null,null,474
transportation,public_transit,34,2,475
transportation,public_transit,500,1,475
null,null,null,null,476
utility,gas_station,1300,3,477
finance,digital_wallet,200,1,478
utility,gas_station,500,1,478
null,null,null,null,479
charity,charitable_donation,9,1,480
charity,religious,39,1,480
charity,religious,69,3,480
charity,religious,9,1,480
finance,digital_wallet,2399.8,3,480
shopping,e_commerce,2399.8,3,480
null,null,null,null,481
shopping,convenience_store,2000,1,482
null,null,null,null,483
null,null,null,null,484
null,null,null,null,485
null,null,null,null,486
null,null,null,null,487
null,null,null,null,488
insurance,insurance,150,1,489
insurance,other_insurance,150,1,489
finance,digital_wallet,419,3,490
loan,credit_card,2000,1,490
restaurant,food_delivery,6898.45,30,491
null,null,null,null,492
null,null,null,null,493
null,null,null,null,494
null,null,null,null,495
null,null,null,null,496
null,null,null,null,497
shopping,fashion,870,1,498
finance,digital_wallet,1683,10,499
home_and_living,property_developer,400,2,499
shopping,e_commerce,1683,10,499
utility,internet,453.68,2,499
restaurant,chain_restaurant,288,1,500
null,null,null,null,501
shopping,department_store,900,1,502
null,null,null,null,503
home_and_living,home_expense,22895.42,1,504
home_and_living,home_expense,12261.6,1,504
loan,credit_card,61988.04,2,504
loan,credit_card,1750.83,1,504
loan,credit_card,16426.7,1,504
null,null,null,null,505
null,null,null,null,506
finance,digital_wallet,1000,2,507
finance,digital_wallet,4141,4,507
insurance,life_insurance,6076.65,1,507
medical,pharmacy,250,1,507
restaurant,food_delivery,305,2,507
shopping,e_commerce,1000,2,507
utility,electricity,5014.81,4,507
utility,gas_station,1000,2,507
utility,gas_station,500,1,507
utility,internet,631.3,1,507
utility,internet,266.43,1,507
utility,phone,266.43,1,507
null,null,null,null,508
utility,gas_station,700,1,509
finance,digital_wallet,1430,2,510
shopping,grocery,114,4,510
loan,unsecured_loan,100,1,511
pet_care,pet_shop,399,1,511
utility,internet,533.93,1,511
finance,digital_wallet,358.49,1,512
finance,digital_wallet,200,1,512
medical,hospital,7020.8,4,512
shopping,e_commerce,358.49,1,512
utility,internet,631.3,1,512
utility,gas_station,129,2,513
null,null,null,null,514
null,null,null,null,515
null,null,null,null,516
loan,unsecured_loan,900,1,517
utility,internet,300,1,517
utility,internet,500,1,518
utility,phone,500,1,518
null,null,null,null,519
null,null,null,null,520
null,null,null,null,521
null,null,null,null,522
finance,payment_gateway,670,1,523
null,null,null,null,524
null,null,null,null,525
null,null,null,null,526
null,null,null,null,527
null,null,null,null,528
null,null,null,null,529
null,null,null,null,530
null,null,null,null,531
loan,auto_loan,9709,1,532
finance,digital_wallet,381,2,533
finance,digital_wallet,4286,13,533
shopping,convenience_store,500,1,533
shopping,department_store,2701,4,533
shopping,e_commerce,381,2,533
shopping,grocery,470,1,533
transportation,logistic_service,4299,9,533
utility,internet,640.93,1,533
utility,water,237.17,1,533
null,null,null,null,534
null,null,null,null,535
null,null,null,null,536
transportation,tollway_fee,120,2,537
null,null,null,null,538
null,null,null,null,539
null,null,null,null,540
finance,payment_gateway,427.47,1,541
home_and_living,home_improvement,15430.5,5,541
home_and_living,home_improvement,67074,2,541
utility,gas_station,1000,1,541
utility,phone,533.93,1,541
null,null,null,null,542
null,null,null,null,543
null,null,null,null,544
utility,phone,1076.79,1,545
null,null,null,null,546
null,null,null,null,547
finance,payment_gateway,10584,1,548
loan,credit_card,872,1,548
travel,budget_airline,6245.8,2,548
utility,electricity,1067.57,1,548
utility,gas_station,5000,1,548
null,null,null,null,549
null,null,null,null,550
null,null,null,null,551
null,null,null,null,552
finance,digital_wallet,6067,61,553
finance,digital_wallet,464,1,553
finance,digital_wallet,1772,7,553
medical,hospital,204.25,1,553
shopping,e_commerce,464,1,553
null,null,null,null,554
personal_care,beauty_salon,900,2,555
null,null,null,null,556
null,null,null,null,557
transportation,public_transit,17,1,558
utility,internet,1446.53,3,558
utility,phone,1446.53,3,558
insurance,insurance,1001,1,559
insurance,other_insurance,1001,1,559
utility,internet,1388.86,2,559
utility,internet,598.45,1,559
utility,phone,1388.86,2,559
finance,digital_wallet,64,2,560
finance,digital_wallet,1599,5,560
finance,payment_gateway,10,1,560
shopping,e_commerce,64,2,560
null,null,null,null,561
utility,internet,1067.86,1,562
utility,phone,1067.86,1,562
shopping,grocery,2500,1,563
null,null,null,null,564
transportation,logistic_service,136,1,565
utility,internet,743,1,566
utility,phone,743,1,566
null,null,null,null,567
null,null,null,null,568
utility,water,712.62,1,569
null,null,null,null,570
null,null,null,null,571
null,null,null,null,572
null,null,null,null,573
home_and_living,home_expense,559.85,1,574
home_and_living,home_improvement,656,2,574
transportation,tollway_fee,30,1,574
utility,gas_station,2000,2,574
utility,internet,256.16,1,574
null,null,null,null,575
shopping,convenience_store,1300,2,576
null,null,null,null,577
null,null,null,null,578
null,null,null,null,579
null,null,null,null,580
null,null,null,null,581
null,null,null,null,582
null,null,null,null,583
null,null,null,null,584
null,null,null,null,585
education,university,40010,2,586
shopping,convenience_store,4200,8,587
shopping,fashion,100,1,587
utility,water,158.36,1,587
null,null,null,null,588
null,null,null,null,589
null,null,null,null,590
entertainment,streaming_service,159,1,591
finance,digital_wallet,666,1,591
shopping,e_commerce,666,1,591
null,null,null,null,592
null,null,null,null,593
finance,digital_wallet,1150,1,594
loan,credit_card,6928,1,594
shopping,e_commerce,1150,1,594
finance,digital_wallet,411.4,1,595
shopping,e_commerce,411.4,1,595
null,null,null,null,596
null,null,null,null,597
utility,internet,374.5,1,598
utility,phone,374.5,1,598
null,null,null,null,599
null,null,null,null,600
null,null,null,null,601
null,null,null,null,602
finance,digital_wallet,800,3,603
