Number of Children,Number of Vehicles,Gender,Education level,Marital status,Savings Account,Savings Account Subgroup,Health Insurance,Lending,Payment,Service,Business Lending,Deposit Account,Deposit Account Balance,Deposit Account Transactions,Deposit Account Transactions AVG,Deposit Account Transactions MIN,Deposit Account Transactions MAX,Deposit Account Inflow,Deposit Account Inflow MIN,Deposit Account Inflow MAX,Deposit Account Outflow,Deposit Account Outflow MIN,Deposit Account Outflow MAX,Deposit Account Inflow Amount,Deposit Account Outflow Amount,Age,Region,Occupation Group,CUST_ID
0.0,0.0,Male,others,single,4.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,2000.19,17.0,1.31,1.0,4.0,8.0,1.0,2.0,9.0,1.0,2.0,163686.0,184686.0,40,Central,Corporate Employee,12
1.0,0.0,Male,high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,Northeastern,Unemployed,14
0.0,0.0,Male,bachelor's degree,married,3.0,3.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,200.0,8.33,2.0,22.0,39.0,1.0,4.0,161.0,2.0,18.0,15374.0,15374.0,45,Central,Entrepreneur,16
0.0,0.0,Male,high school,married,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,Southern,Corporate Employee,17
0.0,0.0,Female,high school,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,1004.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,Central,Unemployed,19
2.0,1.0,Female,bachelor's degree,divorce,6.0,6.0,2.0,2.0,3.0,1.0,0.0,1.0,7779.54,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,1896.0,55,Central,Corporate Employee,20
0.0,0.0,Female,vocational certificate,single,3.0,2.0,3.0,0.0,1.0,0.0,0.0,3.0,1041879.9,28.0,1.65,1.0,3.0,7.0,1.0,2.0,21.0,1.0,3.0,53668.74,53195.0,30,Eastern,Unemployed,21
0.0,1.0,Female,high school,married,3.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,Central,Corporate Employee,22
0.0,0.0,Female,bachelor's degree,single,6.0,5.0,8.0,0.0,3.0,2.0,0.0,3.0,75064.06,45.0,2.65,1.0,7.0,14.0,1.0,2.0,31.0,1.0,6.0,221722.97,148549.86,24,Central,Corporate Employee,23
0.0,0.0,Male,high school,married,3.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,1448.38,46.0,3.29,1.0,10.0,38.0,1.0,7.0,8.0,1.0,3.0,3456.0,4795.0,52,Central,Entrepreneur,25
0.0,1.0,Female,bachelor's degree,married,4.0,4.0,1.0,0.0,4.0,1.0,1.0,1.0,24341.71,73.0,3.17,1.0,9.0,20.0,1.0,2.0,53.0,1.0,7.0,123356.0,101297.0,52,Central,Corporate Employee,26
0.0,0.0,Male,others,single,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,500.0,500.0,23,Central,Corporate Employee,28
0.0,1.0,Male,bachelor's degree,married,6.0,6.0,2.0,0.0,5.0,1.0,0.0,1.0,0.33,92.0,8.36,2.0,30.0,36.0,1.0,9.0,56.0,1.0,21.0,23353.0,23353.0,47,Western,Entrepreneur,29
0.0,0.0,Male,others,married,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,Central,Corporate Employee,32
0.0,0.0,Female,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,Central,Corporate Employee,35
1.0,1.0,Male,master's degree,married,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,Central,Unemployed,36
0.0,0.0,Female,vocational certificate,single,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,1.64,92.0,4.6,1.0,11.0,18.0,1.0,3.0,74.0,1.0,8.0,20645.0,20664.16,43,Northeastern,Corporate Employee,37
0.0,0.0,Female,high school,single,7.0,6.0,4.0,1.0,4.0,0.0,0.0,1.0,25502.98,27.0,1.8,1.0,5.0,3.0,1.0,1.0,24.0,1.0,5.0,9000.0,33270.0,41,Eastern,Homemaker,38
0.0,0.0,Female,less than high school,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,11.0,1.83,1.0,4.0,7.0,1.0,3.0,4.0,1.0,1.0,5300.0,5300.0,49,Central,Corporate Employee,39
0.0,2.0,Male,less than high school,married,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,11212.06,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,11000.0,18000.0,88,Eastern,Unemployed,40
0.0,0.0,Male,,single,3.0,3.0,1.0,0.0,2.0,2.0,0.0,1.0,9.0,35.0,3.89,2.0,9.0,9.0,1.0,2.0,26.0,1.0,8.0,48030.87,48051.0,24,Central,Corporate Employee,41
0.0,0.0,Male,bachelor's degree,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,Northern,Corporate Employee,42
0.0,0.0,Male,bachelor's degree,single,5.0,4.0,4.0,1.0,1.0,1.0,0.0,2.0,8252.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,Southern,Entrepreneur,43
0.0,0.0,Female,high school,single,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1150.5,17.0,2.43,1.0,6.0,5.0,1.0,2.0,12.0,1.0,5.0,8876.0,14685.0,33,Southern,Entrepreneur,47
0.0,0.0,Male,high school,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,6.64,21.0,3.0,2.0,4.0,8.0,1.0,2.0,13.0,1.0,3.0,5674.0,5670.0,45,Central,Corporate Employee,48
1.0,0.0,Male,bachelor's degree,married,4.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,58229.48,6.0,1.5,1.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,6716.25,8765.0,48,Central,Other,49
0.0,0.0,Female,less than high school,married,4.0,4.0,3.0,0.0,3.0,1.0,0.0,1.0,66785.65,16.0,1.6,1.0,3.0,12.0,1.0,2.0,4.0,1.0,2.0,7120.45,36300.0,59,Eastern,Homemaker,50
0.0,0.0,Female,high school,single,4.0,4.0,4.0,0.0,2.0,1.0,0.0,1.0,14627.09,11.0,1.22,1.0,2.0,3.0,1.0,2.0,8.0,1.0,1.0,11528.27,17663.0,32,Central,Entrepreneur,51
1.0,1.0,Male,bachelor's degree,single,3.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,2414.41,11.0,1.38,1.0,2.0,5.0,1.0,2.0,6.0,1.0,1.0,6400.0,4300.45,52,Central,Corporate Employee,54
0.0,0.0,Female,bachelor's degree,married,3.0,3.0,2.0,0.0,3.0,1.0,0.0,2.0,56741.38,77.0,3.85,1.0,9.0,11.0,1.0,3.0,66.0,1.0,9.0,169020.89,148744.14,52,Central,Corporate Employee,55
0.0,0.0,Male,less than high school,married,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.61,26.0,2.17,1.0,3.0,10.0,1.0,2.0,16.0,1.0,3.0,49043.0,49043.0,34,Central,Freelancer,56
0.0,1.0,Female,master's degree,single,6.0,5.0,3.0,1.0,4.0,1.0,0.0,2.0,50805.87,15.0,1.5,1.0,3.0,1.0,1.0,1.0,14.0,1.0,3.0,40734.8,39356.49,71,Western,Corporate Employee,58
0.0,0.0,Male,others,single,4.0,4.0,3.0,0.0,4.0,1.0,0.0,2.0,2812.0,14.0,1.75,1.0,3.0,3.0,1.0,1.0,11.0,1.0,2.0,5800.0,4988.23,24,Central,Corporate Employee,59
0.0,0.0,Female,less than high school,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,3.06,6.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,202.0,256.0,48,Central,Corporate Employee,60
0.0,0.0,Male,others,single,5.0,5.0,1.0,1.0,3.0,1.0,0.0,1.0,309.63,148.0,4.93,1.0,12.0,59.0,1.0,5.0,89.0,1.0,7.0,288976.37,289319.36,25,Central,Entrepreneur,61
0.0,1.0,Male,less than high school,single,4.0,4.0,1.0,2.0,3.0,0.0,0.0,1.0,12.93,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,20000.0,20000.0,54,Central,Corporate Employee,63
0.0,0.0,Male,high school,married,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,200.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,Central,Corporate Employee,64
2.0,2.0,Female,bachelor's degree,married,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,912.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,Eastern,Unemployed,65
0.0,1.0,Male,bachelor's degree,married,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,13.35,9.0,1.8,1.0,4.0,2.0,1.0,1.0,7.0,1.0,3.0,21750.0,43450.0,48,Southern,Corporate Employee,66
0.0,0.0,Male,,single,3.0,3.0,1.0,0.0,3.0,2.0,0.0,1.0,3585.0,73.0,2.92,1.0,9.0,10.0,1.0,2.0,63.0,1.0,8.0,24786.0,25271.0,20,Southern,Freelancer,67
0.0,0.0,Male,others,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1406.78,85.0,4.25,1.0,14.0,14.0,1.0,2.0,71.0,1.0,12.0,24879.0,23662.0,34,Eastern,Corporate Employee,68
0.0,0.0,Female,,single,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Central,Freelancer,69
0.0,0.0,Male,high school,single,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,4000.07,140.0,5.38,1.0,10.0,39.0,1.0,5.0,101.0,1.0,8.0,26366.0,26366.87,23,Eastern,Student,72
1.0,1.0,Male,bachelor's degree,married,4.0,4.0,2.0,1.0,4.0,1.0,0.0,2.0,93317.49,65.0,2.41,1.0,5.0,5.0,1.0,1.0,60.0,1.0,4.0,47103.0,101202.41,52,Central,Corporate Employee,73
0.0,0.0,Female,,single,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,639.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,Eastern,Corporate Employee,75
0.0,0.0,Female,high school,single,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,6606.8,30.0,2.5,1.0,6.0,5.0,1.0,1.0,25.0,1.0,6.0,19009.0,12609.24,27,Central,Freelancer,76
0.0,0.0,Female,bachelor's degree,single,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2658.74,58.0,2.52,1.0,8.0,8.0,1.0,2.0,50.0,1.0,7.0,18038.03,17614.5,32,Central,Corporate Employee,77
0.0,0.0,Male,others,single,5.0,5.0,5.0,0.0,3.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,36601.0,36601.0,22,Eastern,Corporate Employee,78
0.0,0.0,Male,others,single,5.0,5.0,1.0,0.0,4.0,0.0,0.0,1.0,31219.17,15.0,2.14,1.0,4.0,2.0,2.0,2.0,13.0,1.0,4.0,131162.0,105560.0,37,Central,Entrepreneur,79
0.0,0.0,Female,,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,Southern,Corporate Employee,80
0.0,0.0,Female,bachelor's degree,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,332.22,33.0,2.75,1.0,7.0,12.0,1.0,3.0,21.0,1.0,6.0,18090.0,18979.98,52,Central,Corporate Employee,82
0.0,0.0,Female,master's degree,married,4.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,16860.64,67.0,2.79,1.0,6.0,10.0,1.0,1.0,57.0,1.0,6.0,24140.0,21939.78,29,Northeastern,Corporate Employee,83
0.0,0.0,Male,high school,single,4.0,4.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,Central,Freelancer,84
0.0,0.0,Male,bachelor's degree,single,4.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,2683.87,44.0,2.32,1.0,6.0,4.0,1.0,2.0,40.0,1.0,6.0,620.0,9465.73,30,Southern,Entrepreneur,86
0.0,0.0,Female,others,single,3.0,3.0,2.0,0.0,2.0,1.0,0.0,2.0,25405.11,15.0,2.5,1.0,8.0,0.0,0.0,0.0,15.0,1.0,8.0,0.0,10618.5,24,Central,Corporate Employee,87
0.0,0.0,Male,less than high school,married,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,6273.0,358.0,11.93,1.0,32.0,275.0,1.0,27.0,83.0,1.0,6.0,430981.0,424708.0,57,Northeastern,Corporate Employee,88
0.0,0.0,Female,others,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,213.18,74.0,2.96,1.0,13.0,12.0,1.0,3.0,62.0,1.0,10.0,106829.45,115822.47,61,Central,Entrepreneur,89
0.0,0.0,Female,high school,married,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,2333.01,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2333.01,0.0,29,Eastern,Corporate Employee,90
0.0,0.0,Male,,single,6.0,5.0,6.0,0.0,3.0,1.0,0.0,1.0,142453.35,85.0,2.93,1.0,7.0,7.0,1.0,1.0,78.0,1.0,7.0,238448.5,228343.52,23,Northeastern,Professional,91
1.0,2.0,Male,others,married,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,Central,Entrepreneur,92
0.0,0.0,Male,others,married,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,Central,Corporate Employee,93
0.0,0.0,Male,,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,805.4,33.0,2.54,1.0,5.0,15.0,1.0,2.0,18.0,1.0,4.0,5508.0,4706.2,25,Eastern,Corporate Employee,95
0.0,0.0,Female,others,single,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,Northern,Freelancer,98
0.0,0.0,Male,others,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,Central,Corporate Employee,99
0.0,0.0,Male,less than high school,married,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,200.0,31.0,10.33,8.0,12.0,9.0,2.0,4.0,22.0,6.0,9.0,3061.0,3061.69,28,Eastern,Corporate Employee,101
1.0,0.0,Female,high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,Southern,Corporate Employee,102
0.0,0.0,Male,bachelor's degree,single,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,17.0,1.7,1.0,3.0,4.0,1.0,1.0,13.0,1.0,3.0,12300.0,14100.0,25,Western,Corporate Employee,103
0.0,0.0,Female,high school,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,7870.38,22.0,1.83,1.0,5.0,7.0,2.0,3.0,15.0,1.0,3.0,22610.0,14740.0,47,Central,Freelancer,104
0.0,0.0,Female,bachelor's degree,single,6.0,5.0,4.0,4.0,1.0,0.0,0.0,1.0,22466.07,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,21550.0,20853.25,37,Central,Corporate Employee,105
0.0,0.0,Female,bachelor's degree,single,4.0,4.0,1.0,0.0,4.0,2.0,2.0,1.0,7431.72,96.0,3.2,1.0,8.0,18.0,1.0,2.0,78.0,1.0,7.0,94900.0,90005.12,39,Central,Corporate Employee,106
0.0,0.0,Male,,single,4.0,4.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,19,Central,Corporate Employee,107
0.0,1.0,Female,master's degree,married,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,Central,Corporate Employee,108
0.0,0.0,Male,bachelor's degree,married,6.0,6.0,1.0,1.0,4.0,1.0,0.0,1.0,7344.65,98.0,3.5,1.0,8.0,80.0,1.0,5.0,18.0,1.0,3.0,28605.0,25387.93,41,Northeastern,Entrepreneur,109
0.0,0.0,Female,bachelor's degree,single,5.0,5.0,4.0,2.0,2.0,1.0,0.0,1.0,51758.97,97.0,4.22,1.0,12.0,10.0,1.0,4.0,87.0,1.0,11.0,426763.0,441389.21,44,Central,Corporate Employee,111
0.0,0.0,Male,others,married,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Northern,Corporate Employee,112
0.0,0.0,Female,less than high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,Eastern,Corporate Employee,113
0.0,0.0,Male,high school,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,Northeastern,Entrepreneur,115
0.0,0.0,Male,bachelor's degree,married,6.0,5.0,4.0,1.0,3.0,1.0,0.0,3.0,5792928.51,19.0,2.38,1.0,5.0,5.0,1.0,1.0,14.0,1.0,4.0,952935.0,1096815.0,56,Southern,Entrepreneur,116
0.0,0.0,Male,,single,3.0,3.0,2.0,0.0,3.0,1.0,0.0,2.0,0.28,36.0,4.0,1.0,10.0,11.0,1.0,3.0,25.0,1.0,7.0,5195.0,5197.17,20,Central,Corporate Employee,117
0.0,0.0,Male,bachelor's degree,married,3.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,1033.04,68.0,3.24,1.0,9.0,23.0,1.0,2.0,45.0,1.0,8.0,22722.0,24913.68,34,Central,Freelancer,118
0.0,0.0,Female,less than high school,married,4.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,74840.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,Southern,Homemaker,119
0.0,0.0,Female,bachelor's degree,married,3.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,16135.2,4.0,1.33,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.15,78.44,71,Central,Unemployed,120
0.0,0.0,Female,vocational certificate,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,Northeastern,Corporate Employee,122
1.0,0.0,Female,high school,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,42034.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.01,0.0,42,Central,Corporate Employee,124
0.0,0.0,Female,less than high school,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,Northeastern,Homemaker,125
0.0,0.0,Female,others,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2615.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,Southern,Homemaker,126
0.0,0.0,Female,others,single,4.0,4.0,2.0,0.0,3.0,1.0,0.0,2.0,38330.45,165.0,5.69,1.0,17.0,27.0,1.0,5.0,138.0,1.0,13.0,101768.82,81573.45,24,Central,Professional,127
0.0,0.0,Female,vocational certificate,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,Central,Corporate Employee,128
0.0,0.0,Male,others,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,Northeastern,Other,129
1.0,0.0,Male,bachelor's degree,widow,4.0,4.0,4.0,0.0,3.0,1.0,0.0,1.0,652.48,47.0,2.94,1.0,12.0,15.0,1.0,5.0,32.0,1.0,7.0,117504.6,119345.28,43,Central,Corporate Employee,130
1.0,1.0,Male,bachelor's degree,married,4.0,4.0,1.0,3.0,2.0,1.0,0.0,1.0,202.24,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,1977.03,41,Western,Entrepreneur,131
0.0,0.0,Female,high school,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,14161.17,87.0,3.63,1.0,12.0,22.0,1.0,4.0,65.0,1.0,8.0,84093.0,82138.17,39,Central,Corporate Employee,132
0.0,0.0,Female,bachelor's degree,single,5.0,5.0,4.0,0.0,5.0,1.0,0.0,4.0,282023.35,80.0,3.48,1.0,9.0,15.0,2.0,4.0,65.0,1.0,6.0,91635.0,100536.73,36,Central,Unemployed,134
0.0,1.0,Female,bachelor's degree,single,4.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,0.91,324.0,11.17,3.0,23.0,126.0,1.0,10.0,198.0,2.0,15.0,51053.88,51054.16,42,Central,Entrepreneur,136
0.0,0.0,Female,less than high school,divorce,5.0,5.0,1.0,0.0,4.0,0.0,0.0,1.0,106.22,3.0,1.5,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,10000.0,10015.0,87,Northern,Homemaker,137
0.0,0.0,Male,,single,3.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,3.4,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.45,0.35,23,Central,Corporate Employee,138
0.0,1.0,Female,bachelor's degree,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,1693.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,Central,Entrepreneur,139
0.0,0.0,Male,others,single,3.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,7805.08,14.0,1.56,1.0,3.0,3.0,1.0,1.0,11.0,1.0,2.0,5500.0,20695.0,26,Western,Other,140
0.0,0.0,Male,bachelor's degree,single,3.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,11.45,14.0,2.0,1.0,3.0,5.0,1.0,1.0,9.0,1.0,2.0,8749.0,8738.2,47,Central,Corporate Employee,141
0.0,0.0,Male,bachelor's degree,married,8.0,6.0,7.0,2.0,1.0,0.0,0.0,1.0,0.0,7.0,2.33,1.0,3.0,4.0,1.0,2.0,3.0,1.0,2.0,520000.0,520000.0,32,Central,Corporate Employee,142
0.0,1.0,Male,bachelor's degree,married,5.0,4.0,3.0,3.0,1.0,0.0,0.0,1.0,18853.44,7.0,2.33,1.0,4.0,4.0,1.0,2.0,3.0,1.0,2.0,168000.0,150129.95,39,Northern,Corporate Employee,143
0.0,0.0,Male,bachelor's degree,single,3.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,515431.99,8.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,67000.0,56075.0,33,Central,Corporate Employee,144
1.0,0.0,Female,high school,single,3.0,3.0,2.0,0.0,3.0,1.0,0.0,2.0,19252.95,486.0,16.2,1.0,36.0,351.0,1.0,21.0,135.0,1.0,22.0,101080.89,82347.53,40,Central,Entrepreneur,146
