txn_catg,txn_subcatg,dpst_txn_amt_tot,dpst_txn_cnt,cust_id
utility,internet,426.93,1.0,132
utility,phone,977.36,2.0,132
education,international_school,2100.0,3.0,134
finance,payment_gateway,674.0,1.0,134
loan,credit_card,5000.0,1.0,134
utility,internet,739.21,2.0,134
utility,water,457.23,2.0,134
finance,digital_wallet,2280.0,1.0,135
finance,digital_wallet,11681.0,8.0,135
finance,digital_wallet,1013.0,6.0,135
finance,digital_wallet,200.0,1.0,135
finance,payment_gateway,2280.0,1.0,135
home_and_living,home_expense,320.0,1.0,135
loan,credit_card,6000.0,2.0,135
loan,credit_card,39700.0,2.0,135
loan,credit_card,10000.0,1.0,135
shopping,e_commerce,2280.0,1.0,135
shopping,e_commerce,11681.0,8.0,135
shopping,grocery,35.0,1.0,135
utility,internet,1602.86,1.0,135
utility,phone,1602.86,1.0,135
loan,credit_card,1049.0,1.0,141
loan,credit_card,150129.95,3.0,143
finance,payment_gateway,100.0,1.0,145
finance,payment_gateway,595.93,1.0,145
insurance,insurance,5030.91,1.0,145
insurance,life_insurance,5030.91,1.0,145
insurance,life_insurance,5030.91,1.0,145
medical,hospital,150.0,1.0,145
medical,public_hospital,150.0,1.0,145
shopping,department_store,1035.0,1.0,145
finance,digital_wallet,200.0,1.0,146
finance,payment_gateway,1860.57,2.0,146
home_and_living,home_expense,776.0,1.0,146
shopping,convenience_store,300.0,1.0,146
shopping,convenience_store,300.0,1.0,146
utility,electricity,3986.33,1.0,146
finance,digital_wallet,837.0,14.0,150
finance,payment_gateway,154.08,1.0,151
medical,pharmacy,170.0,1.0,151
insurance,other_insurance,2577.0,1.0,152
shopping,department_store,109000.0,7.0,152
utility,internet,1262.86,3.0,152
utility,phone,1262.86,3.0,152
finance,payment_gateway,500.0,1.0,154
home_and_living,property_developer,2310.0,5.0,154
loan,auto_loan,16000.0,1.0,154
loan,credit_card,47170.0,4.0,154
loan,unsecured_loan,12460.0,1.0,154
restaurant,food_delivery,237.0,3.0,154
finance,payment_gateway,795.39,4.0,156
finance,payment_gateway,631.3,1.0,159
finance,payment_gateway,445.39,1.0,159
utility,internet,1788.0,2.0,159
utility,internet,500.0,1.0,159
utility,phone,1788.0,2.0,159
insurance,life_insurance,2492.7,1.0,160
loan,credit_card,20234.93,1.0,160
finance,digital_wallet,527.33,2.0,162
finance,payment_gateway,4383.92,3.0,162
loan,credit_card,30900.0,1.0,162
shopping,e_commerce,527.33,2.0,162
home_and_living,home_expense,459.86,1.0,164
shopping,convenience_store,1800.0,1.0,164
home_and_living,home_improvement,304.0,1.0,165
pet_care,pet_hospital,1120.0,1.0,165
utility,gas_station,14530.0,4.0,165
utility,internet,645.75,1.0,165
utility,phone,645.75,1.0,165
loan,credit_card,1500.0,2.0,168
pet_care,pet_hospital,867.0,2.0,168
loan,credit_card,2753.4,1.0,170
medical,hospital,1607.0,1.0,170
utility,water,454.75,1.0,170
shopping,grocery,3000.0,1.0,173
home_and_living,home_improvement,208.0,1.0,174
loan,credit_card,11702.49,1.0,174
finance,digital_wallet,170.0,1.0,180
finance,payment_gateway,758.95,2.0,180
shopping,e_commerce,170.0,1.0,180
loan,credit_card,2000.0,1.0,181
loan,credit_card,500.0,1.0,181
finance,digital_wallet,515.0,1.0,183
finance,digital_wallet,200.0,1.0,183
finance,payment_gateway,515.0,1.0,183
shopping,e_commerce,515.0,1.0,183
loan,auto_loan,4942.0,1.0,184
utility,gas_station,20.0,1.0,184
finance,payment_gateway,418.0,1.0,185
loan,credit_card,4492.86,1.0,185
shopping,convenience_store,2500.0,2.0,187
restaurant,chain_restaurant,396.0,1.0,189
utility,phone,266.43,1.0,189
shopping,grocery,15200.0,1.0,190
finance,digital_wallet,78.0,1.0,193
shopping,e_commerce,78.0,1.0,193
utility,internet,319.93,1.0,193
utility,internet,1316.38,2.0,193
utility,phone,319.93,1.0,193
utility,phone,1078.79,2.0,193
finance,digital_wallet,6100.0,18.0,194
finance,payment_gateway,236.0,2.0,194
home_and_living,property_developer,6000.0,1.0,194
loan,credit_card,1000.0,1.0,194
utility,internet,2244.86,2.0,194
utility,phone,2244.86,2.0,194
utility,water,295.32,1.0,194
finance,digital_wallet,4635.4,1.0,195
insurance,life_insurance,1643.0,1.0,195
medical,hospital,800.0,1.0,195
medical,public_hospital,800.0,1.0,195
restaurant,food_delivery,940.0,5.0,195
shopping,e_commerce,4635.4,1.0,195
utility,internet,801.97,1.0,195
utility,phone,801.97,1.0,195
loan,credit_card,6191.87,2.0,197
government,tax_payment,14610.0,1.0,201
loan,credit_card,85779.29,1.0,201
finance,payment_gateway,2613.41,2.0,203
home_and_living,home_improvement,112.0,1.0,204
restaurant,chain_restaurant,90.0,1.0,204
home_and_living,home_improvement,105.0,1.0,205
loan,auto_loan,2224.0,1.0,205
finance,payment_gateway,375.0,3.0,206
loan,credit_card,2677.25,1.0,206
loan,credit_card,16046.0,1.0,206
restaurant,beverage,300.0,1.0,206
travel,hotel,810.0,1.0,206
insurance,insurance,2497.54,1.0,207
insurance,insurance,370.0,1.0,207
insurance,other_insurance,2497.54,1.0,207
insurance,other_insurance,370.0,1.0,207
loan,unsecured_loan,2790.0,1.0,207
utility,internet,640.93,1.0,207
utility,internet,1282.93,1.0,207
utility,phone,640.93,1.0,207
utility,water,53.93,1.0,207
finance,payment_gateway,251.04,2.0,211
finance,payment_gateway,747.93,1.0,213
loan,unsecured_loan,800.0,1.0,213
utility,internet,818.93,1.0,214
utility,phone,818.93,1.0,214
utility,phone,14.43,1.0,214
home_and_living,home_expense,421.0,1.0,215
shopping,grocery,515.0,2.0,215
utility,electricity,198.29,1.0,215
utility,internet,374.5,1.0,215
finance,payment_gateway,642.54,1.0,216
finance,digital_wallet,4392.88,1.0,217
shopping,e_commerce,4392.88,1.0,217
utility,internet,1355.19,1.0,217
utility,internet,490.06,1.0,217
utility,phone,1355.19,1.0,217
government,tax_payment,1860.0,1.0,219
finance,digital_wallet,277.54,1.0,220
shopping,e_commerce,277.54,1.0,220
automotive,car_dealer,1703.44,1.0,221
charity,religious,19.0,1.0,221
finance,payment_gateway,535.0,1.0,221
finance,payment_gateway,4864.07,12.0,221
loan,unsecured_loan,1356.0,1.0,223
utility,internet,1196.9,2.0,225
finance,payment_gateway,654.14,1.0,226
finance,payment_gateway,1821.28,10.0,226
loan,auto_loan,1000.0,1.0,226
finance,digital_wallet,1280.0,2.0,229
insurance,insurance,370.0,1.0,229
insurance,other_insurance,370.0,1.0,229
loan,unsecured_loan,1078.0,2.0,229
shopping,grocery,1700.0,3.0,229
shopping,grocery,101.0,1.0,229
transportation,tollway_fee,90.0,1.0,229
finance,digital_wallet,182.0,1.0,230
home_and_living,home_improvement,149.0,1.0,230
insurance,insurance,490.0,1.0,230
insurance,other_insurance,490.0,1.0,230
shopping,e_commerce,182.0,1.0,230
utility,phone,640.93,1.0,230
finance,payment_gateway,397.99,3.0,233
shopping,convenience_store,1900.0,3.0,233
government,tax_payment,12382.21,1.0,234
loan,auto_loan,7844.0,1.0,234
utility,internet,1924.93,1.0,234
finance,payment_gateway,970.73,1.0,239
loan,auto_loan,7960.0,1.0,239
utility,internet,321.0,1.0,239
utility,phone,321.0,1.0,239
utility,water,158.36,1.0,239
finance,digital_wallet,2720.0,1.0,240
shopping,convenience_store,300.0,1.0,242
shopping,convenience_store,500.0,1.0,244
utility,phone,58.85,1.0,244
finance,digital_wallet,4500.0,1.0,245
finance,payment_gateway,135.35,1.0,245
loan,unsecured_loan,5000.0,1.0,245
loan,unsecured_loan,25600.0,2.0,245
shopping,convenience_store,1900.0,1.0,245
shopping,e_commerce,4500.0,1.0,245
utility,internet,480.43,1.0,245
utility,water,120.0,1.0,245
finance,digital_wallet,955.0,8.0,248
home_and_living,home_improvement,176.0,1.0,249
loan,credit_card,400.0,1.0,249
loan,unsecured_loan,1000.0,1.0,249
utility,electricity,621.01,1.0,249
utility,internet,454.0,1.0,249
utility,internet,660.86,4.0,249
utility,phone,454.0,1.0,249
finance,digital_wallet,3264.05,2.0,252
finance,payment_gateway,468.0,1.0,252
shopping,convenience_store,400.0,1.0,252
shopping,e_commerce,3264.05,2.0,252
utility,internet,1425.4,3.0,252
insurance,insurance,370.0,1.0,257
insurance,other_insurance,370.0,1.0,257
loan,auto_loan,11300.0,1.0,257
utility,internet,1680.94,1.0,257
utility,phone,1680.94,1.0,257
utility,phone,1558.26,2.0,257
home_and_living,home_expense,1000.0,1.0,264
loan,credit_card,22006.52,1.0,264
finance,digital_wallet,122.0,1.0,265
finance,digital_wallet,1700.0,5.0,265
finance,payment_gateway,567.0,1.0,265
home_and_living,home_improvement,159.0,1.0,265
shopping,e_commerce,122.0,1.0,265
utility,internet,780.0,1.0,268
utility,phone,780.0,1.0,268
finance,digital_wallet,66.5,1.0,269
finance,digital_wallet,300.0,3.0,269
shopping,e_commerce,66.5,1.0,269
transportation,public_transit,500.0,1.0,269
finance,digital_wallet,1403.0,4.0,272
loan,credit_card,5585.0,1.0,272
restaurant,chain_restaurant,485.0,1.0,272
restaurant,food_delivery,703.0,3.0,272
restaurant,food_delivery,427.1,4.0,272
shopping,department_store,249.0,2.0,272
shopping,e_commerce,1403.0,4.0,272
shopping,grocery,76.0,1.0,272
finance,digital_wallet,3000.0,1.0,274
home_and_living,home_expense,737.0,1.0,274
loan,credit_card,8000.0,1.0,274
loan,credit_card,10890.0,2.0,274
shopping,e_commerce,3000.0,1.0,274
utility,water,211.27,1.0,274
home_and_living,home_expense,1000.0,1.0,277
shopping,convenience_store,1300.0,2.0,277
utility,gas_station,400.0,1.0,277
loan,credit_card,1681.64,2.0,278
loan,credit_card,4000.0,1.0,279
utility,internet,1070.0,1.0,281
utility,phone,1070.0,1.0,281
finance,digital_wallet,2500.0,8.0,283
finance,payment_gateway,624.1,2.0,283
transportation,logistic_service,997.0,2.0,283
utility,internet,800.0,1.0,283
utility,phone,800.0,1.0,283
finance,payment_gateway,375.0,2.0,286
insurance,insurance,740.0,2.0,286
insurance,other_insurance,740.0,2.0,286
finance,payment_gateway,357.0,2.0,290
home_and_living,home_improvement,305.0,2.0,290
personal_care,cosmetics,545.0,1.0,290
shopping,convenience_store,600.0,1.0,290
utility,internet,583.86,1.0,290
loan,auto_loan,9360.0,1.0,291
loan,secured_loan,9360.0,1.0,291
insurance,insurance,320.0,1.0,292
insurance,other_insurance,320.0,1.0,292
utility,internet,694.43,1.0,292
utility,phone,694.43,1.0,292
utility,phone,1.93,1.0,292
insurance,insurance,1188.0,1.0,293
insurance,life_insurance,1188.0,1.0,293
shopping,convenience_store,17315.0,14.0,293
loan,credit_card,3000.0,1.0,294
loan,credit_card,22000.0,4.0,294
utility,water,138.53,1.0,294
finance,digital_wallet,682.0,2.0,296
finance,payment_gateway,682.0,2.0,296
finance,payment_gateway,855.0,1.0,296
shopping,e_commerce,682.0,2.0,296
finance,digital_wallet,579.0,10.0,301
finance,payment_gateway,183.0,1.0,301
loan,credit_card,97801.85,1.0,302
finance,payment_gateway,1758.3,3.0,306
utility,internet,426.93,1.0,306
utility,phone,426.93,1.0,306
finance,payment_gateway,800.0,1.0,307
loan,unsecured_loan,46920.0,1.0,307
utility,electricity,16289.26,2.0,307
utility,water,51412.97,2.0,307
finance,payment_gateway,213.0,1.0,308
education,private_school,2030.0,4.0,310
home_and_living,property_developer,400.0,2.0,311
medical,hospital,1177.0,1.0,311
medical,private_hospital,1177.0,1.0,311
finance,payment_gateway,1100.0,1.0,312
finance,payment_gateway,136.0,2.0,312
utility,phone,1535.0,1.0,312
utility,water,115.79,1.0,312
charity,charitable_donation,29.0,1.0,316
utility,water,75.48,1.0,317
finance,payment_gateway,225.0,1.0,320
loan,credit_card,7000.0,1.0,320
loan,credit_card,15000.0,1.0,320
restaurant,food_delivery,1153.26,7.0,320
utility,water,217.64,2.0,320
finance,digital_wallet,1904.0,4.0,322
finance,digital_wallet,200.0,1.0,322
restaurant,food_delivery,257.0,1.0,322
shopping,e_commerce,1904.0,4.0,322
home_and_living,home_improvement,314.0,1.0,325
shopping,department_store,6000.0,1.0,325
utility,electricity,1977.43,2.0,325
medical,dental_clinic,16000.0,1.0,326
finance,digital_wallet,4379.03,1.0,328
finance,digital_wallet,1105.96,1.0,328
finance,payment_gateway,4379.03,1.0,328
finance,payment_gateway,526.0,1.0,328
medical,pharmacy,770.0,2.0,328
shopping,e_commerce,4379.03,1.0,328
shopping,e_commerce,1105.96,1.0,328
shopping,whole_sale,455.0,1.0,328
finance,digital_wallet,100.0,1.0,330
investment,gold,11012.0,8.0,330
utility,electricity,150.19,1.0,331
loan,credit_card,7987.02,4.0,333
home_and_living,home_improvement,41822.9,3.0,336
loan,auto_loan,10498.0,1.0,336
utility,electricity,1472.95,1.0,336
finance,payment_gateway,476.0,1.0,338
shopping,convenience_store,1400.0,1.0,338
shopping,grocery,5200.0,3.0,338
transportation,logistic_service,128.0,1.0,338
loan,unsecured_loan,10980.0,1.0,346
loan,unsecured_loan,4200.0,1.0,346
shopping,convenience_store,465500.0,29.0,347
finance,digital_wallet,2134.54,1.0,348
finance,digital_wallet,2508.0,46.0,348
finance,payment_gateway,60.0,1.0,348
home_and_living,home_expense,88.0,1.0,348
home_and_living,home_improvement,305.0,3.0,348
loan,unsecured_loan,7500.0,1.0,348
loan,unsecured_loan,7500.0,1.0,348
shopping,e_commerce,2134.54,1.0,348
transportation,logistic_service,244.0,1.0,348
utility,internet,267.5,1.0,348
utility,internet,319.93,1.0,348
utility,phone,267.5,1.0,348
shopping,grocery,119.0,1.0,349
education,private_school,2400.0,1.0,353
entertainment,streaming_service,419.0,1.0,353
finance,digital_wallet,1834.84,1.0,353
finance,payment_gateway,1785.0,7.0,353
government,tax_payment,35923.0,1.0,353
insurance,other_insurance,18166.33,4.0,353
loan,credit_card,758.0,1.0,353
loan,credit_card,14000.0,2.0,353
loan,unsecured_loan,10000.0,1.0,353
shopping,e_commerce,1834.84,1.0,353
transportation,tollway_fee,990.0,1.0,353
utility,internet,631.0,1.0,353
utility,internet,232.86,1.0,353
utility,phone,232.86,1.0,353
utility,internet,1067.86,2.0,354
utility,phone,1067.86,2.0,354
utility,phone,319.93,1.0,354
education,university,25.0,2.0,355
finance,payment_gateway,6045.91,1.0,355
home_and_living,home_improvement,15673.0,1.0,355
loan,credit_card,140986.12,3.0,355
finance,digital_wallet,50.0,1.0,359
finance,payment_gateway,633.93,1.0,359
government,fines_and_penalty,300.0,1.0,359
loan,unsecured_loan,440.0,1.0,359
shopping,e_commerce,50.0,1.0,359
utility,electricity,704.34,4.0,359
finance,digital_wallet,2907.0,2.0,360
home_and_living,home_improvement,2525.0,1.0,360
shopping,e_commerce,2907.0,2.0,360
automotive,car_dealer,49792.0,1.0,365
finance,digital_wallet,2147.0,4.0,365
finance,payment_gateway,20005.0,1.0,365
loan,credit_card,149611.63,1.0,365
loan,credit_card,90283.0,1.0,365
shopping,e_commerce,2147.0,4.0,365
utility,internet,1083.21,2.0,365
finance,digital_wallet,3438.0,7.0,368
loan,auto_loan,3686.0,1.0,368
loan,credit_card,5000.0,1.0,368
loan,credit_card,10000.0,1.0,368
loan,credit_card,1000.0,1.0,368
loan,credit_card,5000.0,1.0,368
loan,unsecured_loan,14000.0,1.0,368
restaurant,chain_restaurant,274.0,1.0,368
shopping,e_commerce,3438.0,7.0,368
utility,electricity,2157.02,1.0,368
utility,electricity,442.34,1.0,368
utility,internet,641.86,2.0,368
utility,phone,586.93,1.0,368
charity,religious,99.0,1.0,369
restaurant,chain_restaurant,99.0,1.0,369
utility,internet,853.86,1.0,370
utility,phone,853.86,1.0,370
finance,payment_gateway,258.0,2.0,372
restaurant,chain_restaurant,278.0,1.0,372
loan,auto_loan,8998.0,1.0,374
shopping,grocery,250.5,1.0,374
finance,payment_gateway,169.0,1.0,376
utility,internet,373.43,1.0,376
utility,phone,373.43,1.0,376
finance,digital_wallet,431.7,1.0,377
finance,digital_wallet,600.0,3.0,377
finance,payment_gateway,300.0,1.0,377
home_and_living,property_developer,150.0,1.0,377
shopping,e_commerce,431.7,1.0,377
utility,internet,321.0,1.0,377
finance,payment_gateway,299.0,1.0,378
finance,digital_wallet,1700.0,1.0,379
investment,dummy_ix,2000.0,1.0,379
investment,securities_backed_by_bank,2000.0,1.0,379
shopping,e_commerce,1700.0,1.0,379
shopping,grocery,4202.0,1.0,379
finance,digital_wallet,1000.0,1.0,381
loan,credit_card,3357.49,1.0,381
shopping,convenience_store,1000.0,2.0,383
utility,internet,1601.79,3.0,383
utility,phone,1601.79,3.0,383
finance,lottery,315.0,1.0,384
loan,credit_card,7050.0,3.0,384
medical,hospital,500.0,1.0,384
medical,public_hospital,500.0,1.0,384
shopping,e_commerce,1980.75,3.0,384
loan,credit_card,503.0,1.0,388
finance,payment_gateway,134.1,1.0,390
finance,digital_wallet,600.0,3.0,395
loan,credit_card,2804.57,1.0,395
shopping,grocery,500.0,1.0,396
utility,gas_station,7500.0,4.0,396
finance,payment_gateway,2244.92,3.0,398
loan,unsecured_loan,13600.0,2.0,398
finance,digital_wallet,1213.45,4.0,400
finance,payment_gateway,96.3,1.0,400
shopping,e_commerce,1213.45,4.0,400
shopping,electronic,400.0,1.0,401
utility,internet,164.0,3.0,401
utility,phone,418.66,7.0,401
finance,payment_gateway,208.99,2.0,403
utility,internet,426.93,1.0,403
utility,phone,426.93,1.0,403
shopping,convenience_store,2025.0,2.0,405
loan,credit_card,4500.0,2.0,406
shopping,convenience_store,1500.0,1.0,408
insurance,insurance,1528.0,3.0,409
insurance,other_insurance,1528.0,3.0,409
insurance,other_insurance,3000.0,1.0,409
utility,phone,1680.36,1.0,409
utility,phone,68.48,2.0,410
finance,payment_gateway,408.04,1.0,416
finance,digital_wallet,36.0,2.0,419
restaurant,food_delivery,71.17,1.0,419
charity,religious,9.0,1.0,420
finance,digital_wallet,4912.52,3.0,421
loan,credit_card,4200.0,13.0,421
loan,credit_card,4592.0,2.0,421
shopping,department_store,200.0,1.0,421
shopping,e_commerce,4912.52,3.0,421
finance,digital_wallet,335.02,1.0,422
finance,payment_gateway,335.02,1.0,422
loan,credit_card,4923.5,2.0,422
shopping,e_commerce,335.02,1.0,422
utility,electricity,1568.66,2.0,422
utility,internet,982.26,2.0,422
utility,internet,939.8,2.0,422
utility,phone,982.26,2.0,422
loan,credit_card,22787.69,2.0,423
loan,credit_card,42540.0,1.0,423
loan,credit_card,80585.04,1.0,423
loan,credit_card,3769.0,1.0,423
entertainment,streaming_service,349.0,1.0,425
entertainment,streaming_service,189.0,1.0,425
finance,digital_wallet,8546.91,5.0,425
finance,digital_wallet,308.0,1.0,425
finance,payment_gateway,469.0,1.0,425
restaurant,food_delivery,4162.0,17.0,425
shopping,e_commerce,8546.91,5.0,425
utility,internet,747.93,1.0,425
utility,water,180.58,1.0,425
finance,digital_wallet,1109.0,9.0,432
restaurant,chain_restaurant,141.0,1.0,432
loan,unsecured_loan,4349.0,2.0,434
loan,unsecured_loan,1849.0,1.0,434
utility,electricity,2689.93,1.0,434
utility,gas_station,130.0,1.0,434
shopping,convenience_store,18900.0,1.0,436
loan,credit_card,1500.0,1.0,439
utility,internet,756.43,2.0,442
utility,phone,756.43,2.0,442
shopping,department_store,70.0,1.0,444
loan,unsecured_loan,975.19,1.0,445
utility,water,97.58,1.0,445
finance,payment_gateway,98.0,1.0,446
shopping,whole_sale,324.5,1.0,446
utility,internet,428.0,1.0,446
automotive,car_dealer,400.0,1.0,448
finance,digital_wallet,110.0,1.0,448
finance,digital_wallet,120.0,1.0,448
shopping,e_commerce,110.0,1.0,448
shopping,e_commerce,120.0,1.0,448
loan,credit_card,13000.0,2.0,449
investment,cryptocurrency,2000.0,1.0,452
medical,hospital,1887.0,2.0,452
medical,private_hospital,1808.0,1.0,452
shopping,convenience_store,4900.0,1.0,452
utility,internet,321.0,1.0,452
utility,phone,321.0,1.0,452
utility,phone,373.43,1.0,453
medical,pharmacy,318.0,1.0,456
utility,internet,483.11,1.0,456
finance,payment_gateway,250.0,1.0,457
loan,credit_card,1500.0,1.0,457
utility,internet,631.3,1.0,457
utility,internet,747.93,1.0,457
utility,phone,105.93,1.0,457
loan,credit_card,202550.0,2.0,459
loan,credit_card,10000.0,1.0,459
loan,credit_card,392030.69,5.0,459
loan,credit_card,50262.0,2.0,459
utility,electricity,4155.43,1.0,459
utility,internet,2696.29,3.0,459
utility,phone,2696.29,3.0,459
utility,water,407.61,1.0,459
entertainment,streaming_service,419.0,1.0,462
finance,payment_gateway,139.0,1.0,462
medical,private_hospital,16607.0,2.0,462
restaurant,chain_restaurant,318.0,1.0,462
restaurant,food_delivery,4962.81,21.0,462
utility,internet,4188.87,2.0,462
utility,phone,4188.87,2.0,462
medical,hospital,300.0,1.0,464
shopping,convenience_store,400.0,1.0,464
utility,electricity,544.49,2.0,464
utility,internet,749.0,2.0,464
utility,phone,300.0,1.0,464
utility,water,86.67,1.0,464
loan,auto_loan,2400.0,1.0,467
finance,digital_wallet,1000.0,1.0,474
loan,unsecured_loan,429.58,1.0,475
finance,digital_wallet,1576.0,2.0,478
finance,digital_wallet,1000.0,1.0,478
shopping,e_commerce,1576.0,2.0,478
finance,digital_wallet,219.13,1.0,480
shopping,convenience_store,500.0,1.0,480
shopping,e_commerce,219.13,1.0,480
utility,water,97.58,1.0,480
shopping,convenience_store,13000.0,1.0,481
transportation,public_transit,1000.0,1.0,481
insurance,life_insurance,1400.0,1.0,484
loan,credit_card,980.0,1.0,487
shopping,department_store,2915.0,2.0,487
finance,payment_gateway,975.88,1.0,488
home_and_living,home_improvement,404.0,1.0,488
loan,auto_loan,26110.0,1.0,488
restaurant,chain_restaurant,257.0,1.0,488
shopping,department_store,5196.3,3.0,488
shopping,whole_sale,20049.3,3.0,488
transportation,tollway_fee,420.0,4.0,488
utility,water,3463.03,1.0,488
investment,gold,105216.0,4.0,489
finance,digital_wallet,3943.0,4.0,491
finance,payment_gateway,247.0,1.0,491
shopping,e_commerce,3943.0,4.0,491
utility,electricity,3056.05,1.0,491
bank,transfer_to_bank,1500.0,1.0,498
pet_care,pet_shop,1190.0,1.0,498
shopping,convenience_store,5000.0,1.0,498
finance,digital_wallet,853.0,2.0,499
finance,payment_gateway,1077.5,4.0,499
home_and_living,property_developer,1000.0,2.0,499
