txn_catg,txn_subcatg,dpst_txn_amt_tot,dpst_txn_cnt,cust_id
utility,internet,269.64,1.0,193
utility,phone,269.64,1.0,193
utility,water,332.77,1.0,193
finance,digital_wallet,5900.0,14.0,194
loan,credit_card,2000.0,1.0,194
loan,credit_card,1404.0,1.0,194
utility,internet,2244.86,2.0,194
utility,phone,2244.86,2.0,194
utility,water,226.84,1.0,194
finance,digital_wallet,835.0,2.0,195
insurance,life_insurance,1643.0,1.0,195
loan,credit_card,9305.0,1.0,195
shopping,e_commerce,835.0,2.0,195
shopping,grocery,719.25,1.0,195
utility,internet,801.97,1.0,195
utility,phone,801.97,1.0,195
finance,digital_wallet,380.0,2.0,204
personal_care,fitness,40.0,1.0,204
shopping,e_commerce,380.0,2.0,204
shopping,grocery,149.96,1.0,204
utility,water,147.07,1.0,204
finance,payment_gateway,2022.86,1.0,206
home_and_living,home_expense,29884.85,1.0,206
medical,hospital,500.0,1.0,206
shopping,department_store,255.0,1.0,206
insurance,insurance,370.0,1.0,207
insurance,other_insurance,370.0,1.0,207
shopping,convenience_store,10000.0,1.0,207
utility,internet,2176.89,3.0,207
finance,digital_wallet,853.0,2.0,208
home_and_living,home_improvement,24201.67,1.0,208
transportation,logistic_service,666.0,2.0,208
finance,digital_wallet,200.0,2.0,211
utility,electricity,341.09,1.0,211
medical,hospital,4500.0,1.0,212
medical,private_hospital,4500.0,1.0,212
shopping,department_store,623.15,1.0,212
utility,internet,533.93,1.0,214
utility,phone,533.93,1.0,214
utility,phone,608.86,1.0,214
home_and_living,home_expense,365.0,1.0,215
shopping,convenience_store,1000.0,2.0,215
utility,internet,673.57,1.0,215
utility,phone,673.57,1.0,215
utility,internet,615.17,1.0,217
utility,internet,490.06,1.0,217
utility,phone,615.17,1.0,217
finance,digital_wallet,397.0,4.0,218
shopping,e_commerce,397.0,4.0,218
personal_care,cosmetics,299.0,1.0,220
shopping,convenience_store,4900.0,1.0,223
shopping,convenience_store,2000.0,1.0,223
shopping,grocery,1800.0,2.0,223
utility,internet,1324.0,1.0,223
utility,phone,1324.0,1.0,223
shopping,convenience_store,4000.0,2.0,225
utility,internet,534.46,1.0,225
utility,phone,1094.62,2.0,225
utility,gas_station,2000.0,1.0,227
finance,payment_gateway,180.0,1.0,229
shopping,convenience_store,900.0,1.0,229
shopping,grocery,2400.0,2.0,229
utility,gas_station,1020.0,1.0,229
utility,internet,346.5,1.0,229
utility,internet,426.93,1.0,229
insurance,insurance,490.0,1.0,230
insurance,other_insurance,490.0,1.0,230
shopping,convenience_store,5800.0,5.0,230
shopping,convenience_store,1900.0,2.0,230
shopping,convenience_store,5000.0,1.0,230
shopping,grocery,2000.0,1.0,230
utility,internet,631.3,2.0,230
utility,phone,480.43,1.0,230
loan,credit_card,4000.0,1.0,235
shopping,department_store,231.0,1.0,235
transportation,public_transit,50.0,1.0,235
loan,auto_loan,7960.0,1.0,239
shopping,convenience_store,900.0,2.0,239
utility,gas_station,460.0,1.0,239
utility,gas_station,500.0,1.0,239
utility,internet,212.93,1.0,239
utility,water,75.76,1.0,239
shopping,convenience_store,2015.0,2.0,240
finance,digital_wallet,4000.0,2.0,245
loan,unsecured_loan,6200.0,1.0,245
shopping,e_commerce,4000.0,2.0,245
utility,internet,373.96,1.0,245
utility,water,255.0,1.0,245
finance,digital_wallet,280.02,1.0,247
shopping,e_commerce,280.02,1.0,247
utility,internet,1000.9,3.0,249
utility,phone,1000.9,3.0,249
shopping,convenience_store,500.0,1.0,252
shopping,convenience_store,1000.0,1.0,252
loan,auto_loan,28572.0,1.0,253
utility,gas_station,5808.5,2.0,253
utility,gas_station,4450.0,2.0,253
insurance,life_insurance,24250.0,1.0,257
loan,auto_loan,66669.0,4.0,257
utility,internet,1389.93,1.0,257
utility,phone,1487.86,2.0,257
home_and_living,home_expense,1000.0,1.0,264
shopping,department_store,3000.0,1.0,264
finance,digital_wallet,16267.44,17.0,267
finance,payment_gateway,1034.0,1.0,267
shopping,e_commerce,16267.44,17.0,267
utility,water,207.33,1.0,267
entertainment,movie_theater,1200.0,1.0,269
loan,credit_card,6778.0,2.0,269
loan,unsecured_loan,2388.0,1.0,269
shopping,department_store,2000.0,1.0,269
shopping,grocery,300.0,1.0,269
utility,electricity,1099.29,1.0,269
charity,charitable_donation,100.0,1.0,272
finance,digital_wallet,300.0,1.0,272
finance,payment_gateway,796.93,1.0,272
medical,private_hospital,700.0,1.0,272
medical,private_hospital,500.0,1.0,272
personal_care,beauty_salon,585.0,1.0,272
personal_care,cosmetics,234.0,1.0,272
restaurant,beverage,60.0,1.0,272
restaurant,chain_restaurant,214.0,1.0,272
restaurant,food_delivery,1690.0,10.0,272
shopping,convenience_store,500.0,1.0,272
utility,gas_station,95.0,1.0,272
home_and_living,home_expense,837.0,1.0,274
loan,credit_card,5000.0,1.0,274
loan,credit_card,8233.0,2.0,274
utility,electricity,2529.66,1.0,274
utility,water,450.64,1.0,274
shopping,grocery,3900.0,1.0,277
utility,internet,502.9,1.0,278
utility,phone,502.9,1.0,278
shopping,convenience_store,2000.0,1.0,279
finance,digital_wallet,4450.56,9.0,282
finance,digital_wallet,189.0,2.0,282
loan,auto_loan,2365.0,1.0,282
loan,auto_loan,15694.0,3.0,282
shopping,department_store,6000.0,3.0,282
shopping,e_commerce,4450.56,9.0,282
shopping,e_commerce,189.0,2.0,282
shopping,grocery,300.0,1.0,282
utility,electricity,5509.06,6.0,282
utility,gas_station,1400.0,2.0,282
utility,internet,642.0,2.0,282
utility,internet,53.5,1.0,282
utility,phone,212.93,1.0,283
finance,digital_wallet,315.0,2.0,286
shopping,e_commerce,315.0,2.0,286
transportation,logistic_service,35.0,1.0,289
utility,phone,319.93,1.0,289
utility,phone,1388.86,1.0,290
insurance,insurance,320.0,1.0,292
insurance,other_insurance,320.0,1.0,292
utility,internet,588.5,1.0,292
utility,phone,588.5,1.0,292
restaurant,food_delivery,589.02,1.0,294
loan,unsecured_loan,530.0,1.0,301
shopping,grocery,453.5,1.0,301
loan,unsecured_loan,47820.0,1.0,307
utility,water,34399.43,2.0,307
finance,digital_wallet,234.0,2.0,308
restaurant,food_delivery,371.0,2.0,308
shopping,e_commerce,234.0,2.0,308
shopping,grocery,720.5,2.0,308
education,private_school,800.0,1.0,310
finance,digital_wallet,9474.0,5.0,312
finance,payment_gateway,1822.93,1.0,312
medical,healthcare_and_supplement,1249.35,1.0,312
shopping,e_commerce,9474.0,5.0,312
utility,gas_station,700.0,1.0,312
utility,water,130.33,1.0,317
loan,credit_card,20000.0,1.0,320
restaurant,food_delivery,481.0,1.0,322
utility,electricity,1612.9,2.0,325
finance,digital_wallet,171.0,1.0,328
shopping,e_commerce,171.0,1.0,328
finance,digital_wallet,420.0,4.0,330
shopping,e_commerce,420.0,4.0,330
home_and_living,home_expense,38980.8,1.0,333
medical,hospital,1350.0,1.0,333
utility,electricity,26.34,1.0,333
finance,payment_gateway,2288.0,1.0,336
home_and_living,home_improvement,38428.44,1.0,336
loan,auto_loan,30540.0,2.0,336
utility,internet,1067.72,1.0,339
utility,phone,1067.72,1.0,339
insurance,insurance,370.0,1.0,345
insurance,other_insurance,370.0,1.0,345
utility,internet,243.43,1.0,345
utility,phone,243.43,1.0,345
home_and_living,home_improvement,500.0,1.0,347
shopping,convenience_store,331300.0,37.0,347
transportation,logistic_service,540.0,1.0,347
finance,digital_wallet,195.0,1.0,348
finance,digital_wallet,1205.0,26.0,348
home_and_living,home_expense,110.0,1.0,348
shopping,e_commerce,195.0,1.0,348
shopping,grocery,39.0,1.0,348
transportation,logistic_service,42.0,1.0,348
transportation,logistic_service,100.0,2.0,348
transportation,public_transit,62.0,2.0,348
utility,gas_station,60.0,1.0,348
utility,internet,373.96,1.0,348
loan,credit_card,30655.31,2.0,349
education,private_school,15400.0,4.0,353
finance,digital_wallet,727.46,1.0,353
loan,education,1000.0,1.0,353
shopping,e_commerce,727.46,1.0,353
utility,internet,631.0,1.0,353
utility,internet,278.64,1.0,353
utility,phone,278.64,1.0,353
utility,internet,2962.86,2.0,354
utility,phone,2962.86,2.0,354
utility,phone,1527.08,1.0,354
utility,electricity,395.08,4.0,355
utility,gas_station,300.0,1.0,359
home_and_living,home_improvement,354.0,1.0,364
loan,unsecured_loan,6129.0,1.0,364
shopping,grocery,1259.0,1.0,364
utility,gas_station,500.0,1.0,364
finance,digital_wallet,1366.0,3.0,365
home_and_living,home_expense,1840.0,3.0,365
loan,credit_card,126418.0,2.0,365
shopping,e_commerce,1366.0,3.0,365
entertainment,streaming_service,349.0,1.0,368
finance,digital_wallet,297.0,1.0,368
finance,payment_gateway,100.0,1.0,368
loan,unsecured_loan,13400.0,1.0,368
restaurant,chain_restaurant,369.0,2.0,368
shopping,convenience_store,1300.0,1.0,368
utility,gas_station,800.0,1.0,368
utility,internet,861.89,2.0,368
utility,phone,861.89,2.0,368
finance,payment_gateway,25895.0,1.0,369
finance,payment_gateway,340.0,1.0,369
transportation,logistic_service,4438.6,3.0,369
utility,gas_station,500.0,1.0,369
finance,digital_wallet,124.0,1.0,372
finance,payment_gateway,464.42,2.0,372
shopping,e_commerce,124.0,1.0,372
utility,gas_station,100.0,1.0,372
finance,payment_gateway,379.0,1.0,376
utility,internet,373.43,1.0,376
utility,phone,373.43,1.0,376
finance,digital_wallet,300.0,1.0,377
finance,digital_wallet,1406.0,9.0,377
home_and_living,home_expense,14344.2,2.0,377
restaurant,food_delivery,2781.0,32.0,377
shopping,e_commerce,1406.0,9.0,377
transportation,public_transit,300.0,1.0,377
transportation,public_transit,900.0,3.0,377
utility,internet,642.0,2.0,377
finance,digital_wallet,800.0,3.0,379
government,tax_payment,178.0,1.0,379
investment,dummy_ix,2000.0,1.0,379
investment,securities_backed_by_bank,2000.0,1.0,379
shopping,e_commerce,800.0,3.0,379
medical,hospital,500.0,1.0,384
medical,public_hospital,500.0,1.0,384
education,university,18800.0,1.0,396
loan,credit_card,3510.0,1.0,396
loan,unsecured_loan,1480.0,1.0,396
shopping,grocery,1300.0,1.0,396
utility,gas_station,19000.0,3.0,396
utility,internet,631.3,1.0,396
transportation,public_transit,3200.0,4.0,400
finance,digital_wallet,171.0,2.0,402
shopping,department_store,130.0,1.0,402
utility,gas_station,400.0,4.0,402
home_and_living,home_improvement,810.0,2.0,403
home_and_living,home_improvement,133.0,1.0,403
shopping,convenience_store,1000.0,1.0,403
utility,internet,640.93,1.0,403
utility,phone,640.93,1.0,403
utility,water,32.1,1.0,403
insurance,insurance,490.0,1.0,409
insurance,other_insurance,490.0,1.0,409
utility,phone,890.24,1.0,409
loan,auto_loan,3437.0,1.0,412
loan,credit_card,1046.24,1.0,412
transportation,logistic_service,365.0,1.0,412
finance,digital_wallet,200.0,1.0,421
finance,digital_wallet,1436.0,7.0,421
finance,digital_wallet,62.0,1.0,421
finance,digital_wallet,20.0,1.0,421
shopping,e_commerce,1436.0,7.0,421
shopping,e_commerce,62.0,1.0,421
shopping,e_commerce,20.0,1.0,421
finance,digital_wallet,300.0,1.0,422
home_and_living,home_expense,280.0,1.0,422
loan,credit_card,4504.86,1.0,422
shopping,e_commerce,300.0,1.0,422
utility,internet,384.13,1.0,422
utility,internet,162.64,1.0,422
utility,phone,384.13,1.0,422
finance,digital_wallet,782.98,1.0,424
shopping,e_commerce,782.98,1.0,424
entertainment,streaming_service,419.0,1.0,425
finance,digital_wallet,5428.08,13.0,425
finance,digital_wallet,1001.0,6.0,425
restaurant,food_delivery,1391.0,11.0,425
shopping,convenience_store,1515.0,2.0,425
shopping,e_commerce,5428.08,13.0,425
shopping,convenience_store,200.0,1.0,426
shopping,grocery,456.0,1.0,426
transportation,tollway_fee,30.0,1.0,426
finance,digital_wallet,1015.61,9.0,430
finance,digital_wallet,1308.0,3.0,432
finance,digital_wallet,1809.73,1.0,432
finance,digital_wallet,2360.0,12.0,432
home_and_living,home_expense,245.0,1.0,432
insurance,insurance,740.0,2.0,432
insurance,other_insurance,740.0,2.0,432
restaurant,food_delivery,133.0,1.0,432
shopping,e_commerce,189.0,1.0,432
shopping,e_commerce,1308.0,3.0,432
shopping,e_commerce,1809.73,1.0,432
loan,unsecured_loan,1300.0,1.0,433
medical,public_hospital,900.0,1.0,433
personal_care,cosmetics,433.0,1.0,433
shopping,grocery,645.21,2.0,433
utility,electricity,646.07,1.0,433
utility,water,230.37,1.0,433
shopping,convenience_store,3500.0,3.0,436
shopping,grocery,1000.0,1.0,436
utility,gas_station,1000.0,1.0,436
utility,internet,979.44,1.0,442
utility,phone,979.44,1.0,442
transportation,logistic_service,49.0,1.0,446
finance,digital_wallet,656.0,2.0,448
shopping,e_commerce,656.0,2.0,448
finance,digital_wallet,1574.0,2.0,452
shopping,e_commerce,1574.0,2.0,452
utility,phone,746.86,2.0,453
utility,internet,483.07,1.0,456
finance,digital_wallet,200.0,2.0,457
transportation,public_transit,115.0,3.0,457
home_and_living,home_expense,2122.73,1.0,459
loan,credit_card,119056.18,3.0,459
loan,credit_card,54421.0,2.0,459
medical,private_hospital,7400.0,3.0,459
shopping,convenience_store,192100.0,6.0,459
utility,electricity,2667.21,1.0,459
utility,internet,2566.66,4.0,459
utility,phone,2566.66,4.0,459
business,ads,67090.02,2.0,462
entertainment,streaming_service,419.0,1.0,462
home_and_living,home_improvement,973.0,1.0,462
medical,pharmacy,2290.0,1.0,462
medical,private_hospital,7920.0,2.0,462
restaurant,food_delivery,2564.0,11.0,462
restaurant,food_delivery,13906.84,33.0,462
travel,full_service_airline,5500.0,1.0,462
travel,full_service_airline,3491.7,1.0,462
utility,internet,6288.0,2.0,462
utility,phone,6288.0,2.0,462
utility,water,158.36,1.0,473
transportation,public_transit,34.0,2.0,475
transportation,public_transit,500.0,1.0,475
utility,gas_station,1300.0,3.0,477
finance,digital_wallet,200.0,1.0,478
utility,gas_station,500.0,1.0,478
charity,charitable_donation,9.0,1.0,480
charity,religious,39.0,1.0,480
charity,religious,69.0,3.0,480
charity,religious,9.0,1.0,480
finance,digital_wallet,2399.8,3.0,480
shopping,e_commerce,2399.8,3.0,480
shopping,convenience_store,2000.0,1.0,482
insurance,insurance,150.0,1.0,489
insurance,other_insurance,150.0,1.0,489
finance,digital_wallet,419.0,3.0,490
loan,credit_card,2000.0,1.0,490
restaurant,food_delivery,6898.45,30.0,491
shopping,fashion,870.0,1.0,498
finance,digital_wallet,1683.0,10.0,499
home_and_living,property_developer,400.0,2.0,499
shopping,e_commerce,1683.0,10.0,499
utility,internet,453.68,2.0,499
restaurant,chain_restaurant,288.0,1.0,500
shopping,department_store,900.0,1.0,502
home_and_living,home_expense,22895.42,1.0,504
home_and_living,home_expense,12261.6,1.0,504
loan,credit_card,61988.04,2.0,504
loan,credit_card,1750.83,1.0,504
loan,credit_card,16426.7,1.0,504
finance,digital_wallet,1000.0,2.0,507
finance,digital_wallet,4141.0,4.0,507
insurance,life_insurance,6076.65,1.0,507
medical,pharmacy,250.0,1.0,507
restaurant,food_delivery,305.0,2.0,507
shopping,e_commerce,1000.0,2.0,507
utility,electricity,5014.81,4.0,507
utility,gas_station,1000.0,2.0,507
utility,gas_station,500.0,1.0,507
utility,internet,631.3,1.0,507
utility,internet,266.43,1.0,507
utility,phone,266.43,1.0,507
utility,gas_station,700.0,1.0,509
finance,digital_wallet,1430.0,2.0,510
shopping,grocery,114.0,4.0,510
loan,unsecured_loan,100.0,1.0,511
pet_care,pet_shop,399.0,1.0,511
utility,internet,533.93,1.0,511
finance,digital_wallet,358.49,1.0,512
finance,digital_wallet,200.0,1.0,512
medical,hospital,7020.8,4.0,512
shopping,e_commerce,358.49,1.0,512
utility,internet,631.3,1.0,512
utility,gas_station,129.0,2.0,513
loan,unsecured_loan,900.0,1.0,517
utility,internet,300.0,1.0,517
utility,internet,500.0,1.0,518
utility,phone,500.0,1.0,518
finance,payment_gateway,670.0,1.0,523
loan,auto_loan,9709.0,1.0,532
finance,digital_wallet,381.0,2.0,533
finance,digital_wallet,4286.0,13.0,533
shopping,convenience_store,500.0,1.0,533
shopping,department_store,2701.0,4.0,533
shopping,e_commerce,381.0,2.0,533
shopping,grocery,470.0,1.0,533
transportation,logistic_service,4299.0,9.0,533
utility,internet,640.93,1.0,533
utility,water,237.17,1.0,533
transportation,tollway_fee,120.0,2.0,537
finance,payment_gateway,427.47,1.0,541
home_and_living,home_improvement,15430.5,5.0,541
home_and_living,home_improvement,67074.0,2.0,541
utility,gas_station,1000.0,1.0,541
utility,phone,533.93,1.0,541
utility,phone,1076.79,1.0,545
finance,payment_gateway,10584.0,1.0,548
loan,credit_card,872.0,1.0,548
travel,budget_airline,6245.8,2.0,548
utility,electricity,1067.57,1.0,548
utility,gas_station,5000.0,1.0,548
finance,digital_wallet,6067.0,61.0,553
finance,digital_wallet,464.0,1.0,553
finance,digital_wallet,1772.0,7.0,553
medical,hospital,204.25,1.0,553
shopping,e_commerce,464.0,1.0,553
personal_care,beauty_salon,900.0,2.0,555
transportation,public_transit,17.0,1.0,558
utility,internet,1446.53,3.0,558
utility,phone,1446.53,3.0,558
insurance,insurance,1001.0,1.0,559
insurance,other_insurance,1001.0,1.0,559
utility,internet,1388.86,2.0,559
utility,internet,598.45,1.0,559
utility,phone,1388.86,2.0,559
finance,digital_wallet,64.0,2.0,560
finance,digital_wallet,1599.0,5.0,560
finance,payment_gateway,10.0,1.0,560
shopping,e_commerce,64.0,2.0,560
utility,internet,1067.86,1.0,562
utility,phone,1067.86,1.0,562
shopping,grocery,2500.0,1.0,563
transportation,logistic_service,136.0,1.0,565
utility,internet,743.0,1.0,566
utility,phone,743.0,1.0,566
utility,water,712.62,1.0,569
home_and_living,home_expense,559.85,1.0,574
home_and_living,home_improvement,656.0,2.0,574
transportation,tollway_fee,30.0,1.0,574
utility,gas_station,2000.0,2.0,574
utility,internet,256.16,1.0,574
shopping,convenience_store,1300.0,2.0,576
education,university,40010.0,2.0,586
shopping,convenience_store,4200.0,8.0,587
shopping,fashion,100.0,1.0,587
utility,water,158.36,1.0,587
entertainment,streaming_service,159.0,1.0,591
finance,digital_wallet,666.0,1.0,591
shopping,e_commerce,666.0,1.0,591
finance,digital_wallet,1150.0,1.0,594
loan,credit_card,6928.0,1.0,594
shopping,e_commerce,1150.0,1.0,594
finance,digital_wallet,411.4,1.0,595
shopping,e_commerce,411.4,1.0,595
utility,internet,374.5,1.0,598
utility,phone,374.5,1.0,598
finance,digital_wallet,800.0,3.0,603
shopping,convenience_store,10200.0,2.0,603
government,tax_payment,11518.75,1.0,605
utility,electricity,2168.62,1.0,605
shopping,convenience_store,2630.0,4.0,607
finance,digital_wallet,1755.18,1.0,608
loan,unsecured_loan,345.0,1.0,608
shopping,e_commerce,1755.18,1.0,608
utility,internet,533.93,1.0,608
utility,phone,1066.79,2.0,608
finance,digital_wallet,2050.0,3.0,610
finance,digital_wallet,1500.0,6.0,610
investment,cryptocurrency,10000.0,1.0,610
loan,credit_card,2500.0,1.0,610
shopping,e_commerce,2050.0,3.0,610
transportation,public_transit,97.0,2.0,610
transportation,public_transit,62.0,1.0,610
utility,gas_station,50.0,1.0,610
loan,credit_card,2395.0,1.0,612
utility,internet,373.43,1.0,612
utility,phone,373.43,1.0,612
utility,gas_station,66135.0,4.0,613
utility,phone,1525.0,3.0,613
finance,digital_wallet,604.0,2.0,615
restaurant,food_delivery,248.0,2.0,615
shopping,e_commerce,604.0,2.0,615
education,private_school,9500.0,1.0,616
entertainment,movie_theater,430.0,1.0,616
shopping,convenience_store,7000.0,5.0,616
charity,religious,117.0,2.0,620
finance,digital_wallet,507.5,3.0,620
finance,digital_wallet,554.0,2.0,620
restaurant,food_delivery,242.5,2.0,620
shopping,e_commerce,554.0,2.0,620
utility,electricity,321.07,3.0,620
entertainment,movie_theater,480.0,1.0,625
home_and_living,home_expense,14400.0,1.0,625
home_and_living,property_developer,4837.6,1.0,625
loan,credit_card,35564.0,1.0,625
loan,credit_card,3692.3,1.0,625
utility,electricity,504.31,2.0,625
utility,internet,531.43,2.0,625
utility,internet,853.86,2.0,625
utility,phone,531.43,2.0,625
utility,water,6214.0,4.0,625
utility,gas_station,515.0,2.0,629
home_and_living,property_developer,26722.8,1.0,630
loan,credit_card,1400.0,1.0,631
transportation,logistic_service,1149.19,2.0,631
utility,internet,639.86,1.0,631
utility,phone,639.86,1.0,631
utility,water,53.93,1.0,631
loan,credit_card,1200.0,2.0,635
loan,unsecured_loan,1200.0,2.0,635
utility,internet,1070.0,1.0,635
utility,phone,1070.0,1.0,635
loan,unsecured_loan,6000.0,1.0,636
utility,internet,910.58,1.0,636
shopping,convenience_store,1500.0,1.0,639
shopping,convenience_store,1700.0,1.0,640
transportation,logistic_service,1155.0,1.0,642
shopping,grocery,3755.0,1.0,644
transportation,logistic_service,206.0,1.0,644
utility,gas_station,1000.0,1.0,644
finance,digital_wallet,2238.28,1.0,652
finance,digital_wallet,800.0,4.0,652
loan,credit_card,8900.0,1.0,652
medical,beauty_clinic,1390.0,1.0,652
restaurant,food_delivery,1863.26,2.0,652
shopping,e_commerce,2238.28,1.0,652
shopping,grocery,118.0,2.0,652
utility,internet,1418.21,1.0,652
utility,phone,1418.21,1.0,652
utility,gas_station,380.0,3.0,659
utility,water,2040.0,1.0,659
loan,credit_card,6369.0,2.0,661
home_and_living,home_expense,2333.95,3.0,662
home_and_living,home_expense,30715.2,2.0,662
home_and_living,home_expense,31219.2,1.0,662
loan,credit_card,13577.15,1.0,662
loan,credit_card,13249.95,1.0,662
shopping,convenience_store,30000.0,1.0,662
utility,internet,835.0,4.0,664
charity,religious,19.0,1.0,668
finance,digital_wallet,1362.0,2.0,678
loan,credit_card,1800.0,1.0,678
loan,credit_card,12925.64,2.0,678
loan,credit_card,19367.69,4.0,678
loan,credit_card,2644.4,1.0,678
loan,credit_card,2499.0,1.0,678
loan,credit_card,2736.14,1.0,678
medical,public_hospital,3500.0,1.0,678
shopping,e_commerce,1362.0,2.0,678
utility,internet,646.28,1.0,678
finance,digital_wallet,2000.0,1.0,679
finance,digital_wallet,500.0,1.0,679
finance,payment_gateway,1123.62,8.0,679
finance,payment_gateway,4684.58,16.0,679
loan,education,2500.0,1.0,679
shopping,convenience_store,3900.0,2.0,679
shopping,e_commerce,2000.0,1.0,679
transportation,tollway_fee,120.0,1.0,679
finance,digital_wallet,2600.0,5.0,680
