Number of Children,Number of Vehicles,Gender,Education level,Marital status,Savings Account,Savings Account Subgroup,Health Insurance,Lending,Payment,Service,Business Lending,Deposit Account,Deposit Account Balance,Deposit Account Transactions,Deposit Account Transactions AVG,Deposit Account Transactions MIN,Deposit Account Transactions MAX,Deposit Account Inflow,Deposit Account Inflow MIN,Deposit Account Inflow MAX,Deposit Account Outflow,Deposit Account Outflow MIN,Deposit Account Outflow MAX,Deposit Account Inflow Amount,Deposit Account Outflow Amount,Age,Region,Occupation Group,CUST_ID
0.0,0.0,Male,high school,single,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,4000.07,140.0,5.38,1.0,10.0,39.0,1.0,5.0,101.0,1.0,8.0,26366.0,26366.87,23,Eastern,Student,72
1.0,1.0,Male,bachelor's degree,married,4.0,4.0,2.0,1.0,4.0,1.0,0.0,2.0,93317.49,65.0,2.41,1.0,5.0,5.0,1.0,1.0,60.0,1.0,4.0,47103.0,101202.41,52,Central,Corporate Employee,73
0.0,0.0,Female,bachelor's degree,single,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2658.74,58.0,2.52,1.0,8.0,8.0,1.0,2.0,50.0,1.0,7.0,18038.03,17614.5,32,Central,Corporate Employee,77
0.0,0.0,Female,bachelor's degree,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,332.22,33.0,2.75,1.0,7.0,12.0,1.0,3.0,21.0,1.0,6.0,18090.0,18979.98,52,Central,Corporate Employee,82
0.0,0.0,Female,master's degree,married - registered,4.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,16860.64,67.0,2.79,1.0,6.0,10.0,1.0,1.0,57.0,1.0,6.0,24140.0,21939.78,29,Northeastern,Corporate Employee,83
0.0,0.0,Male,bachelor's degree,single,4.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,2683.87,44.0,2.32,1.0,6.0,4.0,1.0,2.0,40.0,1.0,6.0,620.0,9465.73,30,Southern,Entrepreneur,86
0.0,Unknown,Female,others,single,3.0,3.0,2.0,0.0,2.0,1.0,0.0,2.0,25405.11,15.0,2.5,1.0,8.0,0.0,0.0,0.0,15.0,1.0,8.0,0.0,10618.5,24,Central,Corporate Employee,87
0.0,Unknown,Female,others,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,213.18,74.0,2.96,1.0,13.0,12.0,1.0,3.0,62.0,1.0,10.0,106829.45,115822.47,61,Central,Entrepreneur,89
0.0,Unknown,Male,Unknown,single,6.0,5.0,6.0,0.0,3.0,1.0,0.0,1.0,142453.35,85.0,2.93,1.0,7.0,7.0,1.0,1.0,78.0,1.0,7.0,238448.5,228343.52,23,Northeastern,Professional,91
0.0,Unknown,Male,Unknown,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,805.4,33.0,2.54,1.0,5.0,15.0,1.0,2.0,18.0,1.0,4.0,5508.0,4706.2,25,Eastern,Corporate Employee,95
0.0,0.0,Female,bachelor's degree,single,6.0,5.0,4.0,4.0,1.0,0.0,0.0,1.0,22466.07,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,21550.0,20853.25,37,Central,Corporate Employee,105
0.0,0.0,Female,bachelor's degree,single,4.0,4.0,1.0,0.0,4.0,2.0,2.0,1.0,7431.72,96.0,3.2,1.0,8.0,18.0,1.0,2.0,78.0,1.0,7.0,94900.0,90005.12,39,Central,Corporate Employee,106
0.0,0.0,Male,bachelor's degree,married - registered,6.0,6.0,1.0,1.0,4.0,1.0,0.0,1.0,7344.65,98.0,3.5,1.0,8.0,80.0,1.0,5.0,18.0,1.0,3.0,28605.0,25387.93,41,Northeastern,Entrepreneur,109
0.0,Unknown,Female,bachelor's degree,single,5.0,5.0,4.0,2.0,2.0,1.0,0.0,1.0,51758.97,97.0,4.22,1.0,12.0,10.0,1.0,4.0,87.0,1.0,11.0,426763.0,441389.21,44,Central,Corporate Employee,111
0.0,0.0,Male,bachelor's degree,married - registered,6.0,5.0,4.0,1.0,3.0,1.0,0.0,3.0,5792928.51,19.0,2.38,1.0,5.0,5.0,1.0,1.0,14.0,1.0,4.0,952935.0,1096815.0,56,Southern,Entrepreneur,116
0.0,0.0,Male,bachelor's degree,married,3.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,1033.04,68.0,3.24,1.0,9.0,23.0,1.0,2.0,45.0,1.0,8.0,22722.0,24913.68,34,Central,Freelancer,118
0.0,Unknown,Female,others,single,4.0,4.0,2.0,0.0,3.0,1.0,0.0,2.0,38330.45,165.0,5.69,1.0,17.0,27.0,1.0,5.0,138.0,1.0,13.0,101768.82,81573.45,24,Central,Professional,127
1.0,Unknown,Male,bachelor's degree,widow,4.0,4.0,4.0,0.0,3.0,1.0,0.0,1.0,652.48,47.0,2.94,1.0,12.0,15.0,1.0,5.0,32.0,1.0,7.0,117504.6,119345.28,43,Central,Corporate Employee,130
1.0,1.0,Male,bachelor's degree,married - registered,4.0,4.0,1.0,3.0,2.0,1.0,0.0,1.0,202.24,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,1977.03,41,Western,Entrepreneur,131
0.0,0.0,Female,high school,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,14161.17,87.0,3.63,1.0,12.0,22.0,1.0,4.0,65.0,1.0,8.0,84093.0,82138.17,39,Central,Corporate Employee,132
0.0,0.0,Female,bachelor's degree,single,5.0,5.0,4.0,0.0,5.0,1.0,0.0,4.0,282023.35,80.0,3.48,1.0,9.0,15.0,2.0,4.0,65.0,1.0,6.0,91635.0,100536.73,36,Central,Unemployed,134
0.0,Unknown,Male,bachelor's degree,single,3.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,11.45,14.0,2.0,1.0,3.0,5.0,1.0,1.0,9.0,1.0,2.0,8749.0,8738.2,47,Central,Corporate Employee,141
0.0,1.0,Male,bachelor's degree,married - registered,5.0,4.0,3.0,3.0,1.0,0.0,0.0,1.0,18853.44,7.0,2.33,1.0,4.0,4.0,1.0,2.0,3.0,1.0,2.0,168000.0,150129.95,39,Northern,Corporate Employee,143
1.0,0.0,Female,high school,single,3.0,3.0,2.0,0.0,3.0,1.0,0.0,2.0,19252.95,486.0,16.2,1.0,36.0,351.0,1.0,21.0,135.0,1.0,22.0,101080.89,82347.53,40,Central,Entrepreneur,146
0.0,Unknown,Male,Unknown,married,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,7370.94,158.0,5.64,1.0,14.0,31.0,1.0,6.0,127.0,1.0,9.0,206658.0,228497.5,47,Central,Corporate Employee,154
0.0,0.0,Female,high school,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,0.03,73.0,3.48,1.0,10.0,14.0,1.0,2.0,59.0,1.0,8.0,30669.0,30691.92,28,Southern,Freelancer,156
0.0,Unknown,Male,Unknown,single,3.0,3.0,2.0,0.0,2.0,2.0,0.0,2.0,10.4,219.0,18.25,2.0,32.0,99.0,1.0,13.0,120.0,1.0,19.0,353084.0,353184.12,31,Central,Entrepreneur,159
0.0,1.0,Female,bachelor's degree,single,5.0,5.0,8.0,1.0,1.0,2.0,0.0,1.0,69686.23,30.0,1.76,1.0,4.0,5.0,1.0,1.0,25.0,1.0,3.0,53297.0,47979.65,37,Central,Corporate Employee,160
0.0,0.0,Male,bachelor's degree,married,4.0,4.0,2.0,1.0,2.0,1.0,0.0,2.0,521327.83,33.0,1.65,1.0,5.0,12.0,1.0,2.0,21.0,1.0,3.0,345407.47,137119.13,58,Northeastern,Entrepreneur,162
0.0,0.0,Female,high school,single,5.0,5.0,2.0,0.0,5.0,1.0,0.0,2.0,1312.25,79.0,3.29,1.0,13.0,36.0,1.0,5.0,43.0,1.0,8.0,34952.89,35746.72,46,Central,Corporate Employee,164
0.0,0.0,Female,bachelor's degree,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,7764.55,75.0,3.57,1.0,11.0,10.0,1.0,2.0,65.0,1.0,10.0,50873.7,52549.15,45,Eastern,Freelancer,165
0.0,0.0,Female,high school,single,6.0,6.0,5.0,0.0,3.0,1.0,0.0,1.0,2744.96,259.0,8.63,2.0,21.0,172.0,1.0,14.0,87.0,1.0,8.0,80252.0,80907.49,31,Southern,Entrepreneur,168
0.0,0.0,Male,less than high school,single,2.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,190.27,102.0,4.64,1.0,12.0,2.0,1.0,1.0,100.0,1.0,12.0,20665.72,30642.9,24,Southern,Corporate Employee,170
0.0,1.0,Male,bachelor's degree,married,4.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,96.42,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2000.0,9000.0,69,Central,Corporate Employee,173
0.0,0.0,Male,high school,married - registered,5.0,5.0,3.0,1.0,3.0,1.0,0.0,1.0,698.62,57.0,3.35,1.0,15.0,17.0,1.0,5.0,40.0,1.0,10.0,138281.49,137623.49,44,Southern,Corporate Employee,174
0.0,0.0,Male,less than high school,single,4.0,4.0,2.0,0.0,3.0,1.0,0.0,1.0,367.69,126.0,4.2,1.0,14.0,32.0,1.0,4.0,94.0,1.0,10.0,53758.96,54383.64,33,Central,Corporate Employee,183
0.0,0.0,Male,high school,single,3.0,3.0,2.0,0.0,3.0,1.0,0.0,2.0,11834.01,94.0,3.76,1.0,15.0,17.0,1.0,7.0,77.0,1.0,8.0,48015.31,49039.75,22,Southern,Corporate Employee,184
0.0,0.0,Female,others,single,7.0,7.0,4.0,1.0,4.0,1.0,0.0,2.0,7752.3,15.0,1.25,1.0,2.0,9.0,1.0,1.0,6.0,1.0,2.0,27822.27,24662.0,46,Northeastern,Corporate Employee,187
0.0,1.0,Male,high school,married,7.0,7.0,2.0,1.0,6.0,0.0,0.0,2.0,12559.51,25.0,1.67,1.0,3.0,15.0,1.0,3.0,10.0,1.0,2.0,81068.0,92300.0,59,Southern,Entrepreneur,190
0.0,0.0,Female,bachelor's degree,single,4.0,4.0,2.0,0.0,4.0,1.0,0.0,2.0,811.71,83.0,3.32,1.0,10.0,13.0,1.0,2.0,70.0,1.0,8.0,43712.11,44166.81,39,Northern,Homemaker,194
0.0,0.0,Female,bachelor's degree,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,238.9,74.0,3.22,1.0,9.0,16.0,1.0,4.0,58.0,1.0,9.0,46545.26,48440.37,33,Central,Corporate Employee,195
0.0,1.0,Male,bachelor's degree,married,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,39124.7,44.0,2.59,1.0,4.0,2.0,1.0,1.0,42.0,1.0,4.0,105000.0,150108.82,36,Central,Entrepreneur,201
0.0,0.0,Female,less than high school,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,9351.88,22.0,2.2,1.0,6.0,5.0,1.0,2.0,17.0,1.0,5.0,20841.9,13956.41,26,Central,Corporate Employee,203
0.0,0.0,Male,less than high school,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,3405.26,167.0,5.57,1.0,9.0,20.0,1.0,2.0,147.0,1.0,8.0,63297.0,65708.25,38,Central,Corporate Employee,205
1.0,0.0,Male,high school,married,6.0,6.0,2.0,1.0,4.0,1.0,0.0,1.0,50688.07,76.0,3.04,1.0,6.0,18.0,1.0,3.0,58.0,1.0,4.0,281802.0,249540.9,46,Central,Entrepreneur,207
0.0,Unknown,Male,high school,single,7.0,7.0,2.0,1.0,4.0,1.0,0.0,1.0,1641.57,71.0,3.94,1.0,11.0,21.0,1.0,3.0,50.0,1.0,10.0,25754.2,24364.69,26,Central,Corporate Employee,211
0.0,0.0,Female,vocational certificate/ diploma,single,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,7.95,10.0,3.33,1.0,7.0,4.0,1.0,3.0,6.0,1.0,4.0,3000.0,2997.93,50,Central,Corporate Employee,213
1.0,Unknown,Female,less than high school,married,5.0,5.0,1.0,0.0,4.0,1.0,0.0,1.0,19923.34,27.0,2.25,1.0,5.0,9.0,1.0,4.0,18.0,1.0,3.0,134635.0,123983.36,51,Central,Freelancer,214
0.0,0.0,Female,vocational certificate/ diploma,married,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,5341.89,8.0,1.14,1.0,2.0,3.0,1.0,2.0,5.0,1.0,1.0,16718.67,18945.54,72,Northern,Unemployed,216
0.0,0.0,Female,high school,single,5.0,5.0,2.0,0.0,5.0,1.0,0.0,2.0,18831.95,164.0,6.31,1.0,18.0,15.0,1.0,3.0,149.0,1.0,18.0,36872.98,43539.59,24,Northeastern,Corporate Employee,217
0.0,0.0,Female,less than high school,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,6723.06,12.0,2.0,1.0,4.0,5.0,1.0,1.0,7.0,1.0,3.0,31942.0,35060.0,33,Eastern,Unemployed,219
0.0,0.0,Female,bachelor's degree,single,6.0,5.0,4.0,0.0,4.0,1.0,0.0,2.0,19881.25,83.0,2.96,1.0,10.0,22.0,1.0,5.0,61.0,1.0,7.0,129081.0,134236.21,26,Central,Entrepreneur,220
0.0,Unknown,Male,high school,single,5.0,5.0,4.0,0.0,3.0,0.0,0.0,1.0,14708.98,75.0,3.41,1.0,9.0,30.0,1.0,4.0,45.0,1.0,5.0,42928.6,29960.0,49,Central,Corporate Employee,223
1.0,1.0,Female,less than high school,single,4.0,4.0,2.0,0.0,4.0,1.0,0.0,2.0,809.28,475.0,19.0,1.0,57.0,424.0,1.0,56.0,51.0,1.0,6.0,80810.0,85959.86,51,Central,Entrepreneur,225
0.0,Unknown,Female,Unknown,single,4.0,4.0,2.0,0.0,4.0,1.0,0.0,2.0,16.14,184.0,8.76,1.0,25.0,45.0,1.0,5.0,139.0,1.0,20.0,92487.0,92481.92,24,Central,Corporate Employee,226
0.0,Unknown,Male,bachelor's degree,single,5.0,5.0,1.0,0.0,4.0,1.0,0.0,1.0,979.17,174.0,5.8,2.0,14.0,32.0,1.0,4.0,142.0,2.0,10.0,127891.81,127984.86,56,Northern,Corporate Employee,229
0.0,0.0,Female,high school,married,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,30470.76,25.0,1.79,1.0,4.0,4.0,1.0,2.0,21.0,1.0,4.0,36567.1,12728.99,35,Central,Corporate Employee,233
0.0,0.0,Female,high school,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3069.0,50.0,2.63,1.0,7.0,22.0,1.0,2.0,28.0,1.0,6.0,67242.0,64173.0,28,Southern,Corporate Employee,234
0.0,0.0,Female,high school,married,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,11960.0,15.0,1.36,1.0,3.0,4.0,1.0,2.0,11.0,1.0,2.0,13650.0,4300.0,37,Southern,Corporate Employee,242
0.0,Unknown,Male,Unknown,single,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,0.23,14.0,2.0,1.0,4.0,4.0,1.0,2.0,10.0,1.0,3.0,27271.0,27770.85,27,Central,Corporate Employee,244
0.0,0.0,Male,less than high school,single,6.0,6.0,1.0,2.0,5.0,1.0,0.0,1.0,26283.68,71.0,2.54,1.0,7.0,22.0,1.0,4.0,49.0,1.0,5.0,148979.5,127417.74,50,Central,Corporate Employee,245
0.0,Unknown,Female,Unknown,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,920.74,133.0,4.75,1.0,13.0,41.0,1.0,3.0,92.0,1.0,10.0,23228.42,24296.5,21,Central,Corporate Employee,248
0.0,1.0,Female,bachelor's degree,married,3.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,1.48,79.0,5.64,1.0,14.0,24.0,1.0,5.0,55.0,1.0,12.0,17493.8,17503.67,38,Central,Homemaker,249
0.0,0.0,Male,Unknown,single,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,8.06,72.0,3.6,1.0,9.0,5.0,1.0,1.0,67.0,1.0,8.0,10500.0,10496.17,32,Central,Corporate Employee,265
0.0,0.0,Female,high school,married,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,302.76,66.0,4.4,2.0,13.0,20.0,1.0,4.0,46.0,1.0,11.0,35927.0,37625.0,31,Northeastern,Corporate Employee,268
0.0,0.0,Female,others,married - registered,7.0,6.0,6.0,1.0,2.0,1.0,0.0,3.0,1250.62,21.0,1.75,1.0,4.0,5.0,1.0,2.0,16.0,1.0,3.0,1304.15,1304.5,47,Central,Corporate Employee,269
0.0,Unknown,Female,Unknown,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,7440.06,156.0,5.38,1.0,12.0,23.0,1.0,3.0,133.0,1.0,9.0,81812.45,82959.77,30,Central,Corporate Employee,272
0.0,Unknown,Male,bachelor's degree,married,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,821.39,90.0,3.33,1.0,9.0,13.0,1.0,2.0,77.0,1.0,7.0,77998.05,78705.99,42,Central,Corporate Employee,274
0.0,0.0,Male,less than high school,married - registered,5.0,5.0,1.0,0.0,5.0,0.0,0.0,1.0,1594.79,28.0,1.75,1.0,7.0,6.0,1.0,1.0,22.0,1.0,6.0,27028.0,29096.0,38,Central,Corporate Employee,277
0.0,0.0,Female,less than high school,single,4.0,4.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,195.0,6.96,1.0,16.0,98.0,1.0,10.0,97.0,1.0,8.0,54004.35,54004.35,49,Eastern,Corporate Employee,278
1.0,2.0,Male,master's degree,married,5.0,5.0,1.0,2.0,4.0,1.0,0.0,1.0,445.58,62.0,2.82,1.0,11.0,20.0,1.0,2.0,42.0,1.0,9.0,17200.0,17078.6,57,Central,Corporate Employee,279
0.0,1.0,Female,bachelor's degree,married,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,4648.1,29.0,2.07,1.0,6.0,5.0,1.0,1.0,24.0,1.0,5.0,24427.17,14099.0,49,Northeastern,Corporate Employee,281
0.0,1.0,Female,bachelor's degree,single,3.0,3.0,4.0,0.0,2.0,1.0,0.0,4.0,332878.27,117.0,4.03,1.0,9.0,18.0,1.0,2.0,99.0,1.0,9.0,49917.0,50224.78,54,Central,Entrepreneur,283
0.0,0.0,Female,less than high school,single,4.0,4.0,2.0,0.0,3.0,1.0,0.0,2.0,464.07,38.0,2.53,1.0,7.0,15.0,1.0,4.0,23.0,1.0,6.0,61987.0,61907.64,31,Central,Corporate Employee,286
0.0,Unknown,Female,others,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,14096.04,78.0,3.12,1.0,17.0,4.0,1.0,1.0,74.0,1.0,16.0,146910.0,149242.34,48,Eastern,Freelancer,293
0.0,0.0,Male,high school,single,4.0,4.0,2.0,0.0,5.0,1.0,0.0,2.0,23521.26,32.0,1.78,1.0,5.0,5.0,1.0,1.0,27.0,1.0,5.0,13800.0,23753.0,53,Central,Entrepreneur,296
0.0,Unknown,Female,others,single,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,655.22,58.0,2.52,1.0,7.0,12.0,1.0,1.0,46.0,1.0,7.0,20451.0,19878.4,24,Central,Student,301
0.0,1.0,Female,bachelor's degree,single,3.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,10171.12,12.0,2.4,1.0,3.0,6.0,1.0,2.0,6.0,1.0,2.0,202584.21,197801.85,33,Central,Professional,302
0.0,Unknown,Female,bachelor's degree,single,5.0,5.0,2.0,0.0,5.0,1.0,0.0,2.0,754513.68,35.0,2.33,1.0,7.0,7.0,1.0,2.0,28.0,1.0,6.0,701569.0,302393.4,51,Central,Entrepreneur,307
0.0,Unknown,Female,others,single,2.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,12737.5,33.0,2.06,1.0,4.0,2.0,1.0,1.0,31.0,1.0,4.0,17512.53,14621.7,25,Central,Student,308
0.0,1.0,Female,master's degree,married,4.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,24025.33,119.0,4.25,1.0,11.0,3.0,1.0,2.0,116.0,1.0,11.0,33236.0,22516.0,41,Central,Corporate Employee,311
0.0,0.0,Female,high school,single,4.0,4.0,2.0,0.0,3.0,1.0,0.0,2.0,545.48,75.0,3.13,1.0,6.0,33.0,1.0,3.0,42.0,1.0,4.0,25815.29,26700.79,28,Central,Student,312
0.0,0.0,Female,less than high school,married,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,541.21,17.0,1.55,1.0,3.0,5.0,1.0,1.0,12.0,1.0,2.0,4700.0,4619.68,59,Northeastern,Entrepreneur,317
0.0,Unknown,Female,bachelor's degree,single,4.0,4.0,2.0,0.0,3.0,1.0,0.0,1.0,92.98,59.0,2.68,1.0,5.0,5.0,1.0,2.0,54.0,1.0,5.0,51112.0,51400.1,51,Central,Unemployed,320
0.0,1.0,Female,others,married,6.0,6.0,1.0,0.0,7.0,1.0,0.0,1.0,1839.05,150.0,5.0,1.0,12.0,58.0,1.0,6.0,92.0,1.0,10.0,54600.0,54033.79,53,Western,Entrepreneur,325
0.0,0.0,Female,bachelor's degree,single,5.0,5.0,2.0,0.0,4.0,1.0,0.0,2.0,6299.1,103.0,3.68,1.0,9.0,16.0,1.0,2.0,87.0,1.0,8.0,53128.0,53010.17,31,Northern,Entrepreneur,328
0.0,Unknown,Male,Unknown,single,5.0,4.0,6.0,0.0,1.0,1.0,0.0,1.0,17.0,23.0,3.29,1.0,9.0,10.0,1.0,3.0,13.0,1.0,6.0,21330.0,21413.67,24,Central,Corporate Employee,330
0.0,1.0,Male,master's degree,married - registered,5.0,5.0,2.0,1.0,2.0,1.0,0.0,1.0,2104.64,145.0,5.0,1.0,11.0,22.0,1.0,3.0,123.0,1.0,9.0,968600.0,983162.85,41,Southern,Corporate Employee,336
0.0,0.0,Female,less than high school,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,17195.59,109.0,3.89,1.0,11.0,9.0,1.0,2.0,100.0,1.0,10.0,49900.0,58463.31,29,Central,Freelancer,338
0.0,1.0,Male,bachelor's degree,married - registered,8.0,7.0,7.0,3.0,2.0,0.0,0.0,2.0,338.14,6.0,1.5,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,35180.0,35180.0,47,Central,Entrepreneur,346
0.0,1.0,Male,bachelor's degree,single,4.0,4.0,2.0,1.0,5.0,1.0,1.0,2.0,19954.86,178.0,7.42,1.0,26.0,113.0,1.0,18.0,65.0,1.0,8.0,838640.0,899097.08,55,Central,Corporate Employee,347
0.0,0.0,Male,bachelor's degree,single,6.0,6.0,3.0,0.0,5.0,2.0,0.0,2.0,428022.77,194.0,6.69,1.0,11.0,13.0,1.0,2.0,181.0,1.0,11.0,43114.5,43379.91,30,Central,Corporate Employee,348
0.0,Unknown,Female,Unknown,single,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,97041.48,5.0,1.25,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,97074.81,119.0,39,Central,Corporate Employee,349
0.0,0.0,Female,bachelor's degree,married - registered,8.0,7.0,5.0,3.0,5.0,1.0,0.0,2.0,2334.68,124.0,4.43,1.0,11.0,24.0,1.0,3.0,100.0,1.0,9.0,210184.66,339709.49,32,Central,Entrepreneur,353
0.0,0.0,Male,high school,married - registered,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,0.89,60.0,2.86,1.0,11.0,21.0,1.0,3.0,39.0,1.0,8.0,61480.0,61487.05,46,Central,Freelancer,354
0.0,0.0,Male,vocational certificate/ diploma,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,300.04,283.0,9.43,1.0,20.0,122.0,1.0,10.0,161.0,1.0,14.0,120885.0,120585.63,25,Northeastern,Freelancer,359
0.0,1.0,Female,vocational certificate/ diploma,single,3.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,355124.06,44.0,2.2,1.0,6.0,6.0,1.0,2.0,38.0,1.0,5.0,107609.0,73837.69,43,Central,Unemployed,360
0.0,1.0,Female,master's degree,single,9.0,7.0,5.0,1.0,3.0,2.0,0.0,1.0,525646.95,40.0,1.9,1.0,4.0,5.0,1.0,1.0,35.0,1.0,4.0,374587.0,756609.32,45,Central,Corporate Employee,365
